iter	Passed	Remaining
1666	74670	149296
1667	74706	149233
1668	74747	149182
1669	74867	149287
1670	74918	149253
1671	74970	149223
1672	75003	149154
1673	75035	149084
1674	75069	149017
1675	75102	148950
1676	75147	148905
1677	75186	148849
1678	75232	148807
1679	75271	148751
1680	75307	148689
1681	75346	148633
1682	75385	148576
1683	75426	148523
1684	75470	148478
1685	75517	148436
1686	75572	148411
1687	75618	148369
1688	75664	148328
1689	75717	148299
1690	75772	148274
1691	75818	148231
1692	75952	148360
1693	76002	148326
1694	76050	148286
1695	76087	148227
1696	76133	148184
1697	76187	148157
1698	76221	148090
1699	76272	148058
1700	76307	147994
1701	76348	147941
1702	76385	147881
1703	76417	147813
1704	76454	147751
1705	76506	147721
1706	76544	147662
1707	76584	147608
1708	76615	147537
1709	76649	147471
1710	76697	147433
1711	76732	147369
1712	76784	147338
1713	76819	147273
1714	76870	147241
1715	76916	147199
1716	76946	147126
1717	77105	147300
1718	77140	147236
1719	77188	147196
1720	77233	147151
1721	77288	147126
1722	77327	147070
1723	77403	147084
1724	77471	147083
1725	77517	147040
1726	77563	146997
1727	77598	146934
1728	77634	146872
1729	77681	146831
1730	77726	146786
1731	77770	146740
1732	77816	146697
1733	77855	146640
1734	77898	146591
1735	77934	146531
1736	77986	146499
1737	78033	146458
1738	78080	146418
1739	78200	146513
1740	78245	146469
1741	78287	146418
1742	78335	146378
1743	78388	146349
1744	78429	146296
1745	78487	146275
1746	78534	146234
1747	78605	146238
1748	78653	146199
1749	78686	146132
1750	78753	146127
1751	78804	146093
1752	78851	146052
1753	78906	146026
1754	78950	145979
1755	78987	145919
1756	79035	145881
1757	79097	145867
1758	79135	145809
1759	79190	145781
1760	79331	145913
1761	79372	145861
1762	79420	145821
1763	79454	145756
1764	79504	145720
1765	79544	145666
1766	79588	145619
1767	79633	145575
1768	79673	145520
1769	79720	145478
1770	79755	145415
1771	79792	145354
1772	79824	145287
1773	79871	145246
1774	79905	145180
1775	79950	145135
1776	79987	145075
1777	80028	145023
1778	80091	145010
1779	80134	144962
1780	80172	144904
1781	80219	144863
1782	80272	144832
1783	80363	144870
1784	80450	144901
1785	80507	144877
1786	80605	144928
1787	80640	144864
1788	80676	144803
1789	80736	144785
1790	80805	144782
1791	80876	144783
1792	80911	144719
1793	80950	144663
1794	81003	144632
1795	81051	144593
1796	81119	144589
1797	81174	144560
1798	81219	144515
1799	81259	144460
1800	81292	144395
1801	81328	144334
1802	81361	144266
1803	81405	144219
1804	81535	144324
1805	81582	144283
1806	81627	144237
1807	81674	144195
1808	81720	144150
1809	81773	144120
1810	81816	144071
1811	81852	144010
1812	81900	143969
1813	81947	143927
1814	81989	143876
1815	82025	143816
1816	82068	143766
1817	82111	143717
1818	82145	143653
1819	82188	143604
1820	82235	143562
1821	82267	143493
1822	82302	143430
1823	82338	143369
1824	82372	143306
1825	82420	143264
1826	82474	143235
1827	82521	143194
1828	82654	143301
1829	82692	143242
1830	82738	143199
1831	82772	143134
1832	82810	143076
1833	82849	143021
1834	82888	142965
1835	82937	142926
1836	82983	142883
1837	83021	142825
1838	83061	142771
1839	83101	142717
1840	83141	142663
1841	83177	142602
1842	83228	142568
1843	83283	142539
1844	83318	142477
1845	83375	142451
1846	83421	142409
1847	83475	142378
1848	83552	142387
1849	83584	142319
1850	83637	142287
1851	83670	142222
1852	83840	142388
1853	83903	142373
1854	83937	142309
1855	83991	142279
1856	84053	142262
1857	84121	142255
1858	84190	142250
1859	84224	142185
1860	84266	142135
1861	84301	142071
1862	84336	142009
1863	84377	141956
1864	84417	141902
1865	84476	141879
1866	84520	141833
1867	84555	141770
1868	84608	141737
1869	84654	141694
1870	84739	141715
1871	84908	141877
1872	84945	141817
1873	84992	141774
1874	85039	141731
1875	85075	141670
1876	85108	141605
1877	85154	141561
1878	85208	141531
1879	85254	141485
1880	85293	141429
1881	85327	141365
1882	85389	141348
1883	85422	141282
1884	85456	141219
1885	85502	141174
1886	85555	141141
1887	85593	141083
1888	85629	141022
1889	85676	140981
1890	85718	140930
1891	85776	140905
1892	85821	140859
1893	85877	140831
1894	86009	140928
1895	86056	140886
1896	86102	140841
1897	86154	140807
1898	86192	140748
1899	86234	140698
1900	86292	140673
1901	86339	140631
1902	86402	140614
1903	86456	140582
1904	86492	140521
1905	86532	140468
1906	86572	140413
1907	86622	140375
1908	86677	140345
1909	86720	140296
1910	86755	140234
1911	86807	140199
1912	86855	140157
1913	86886	140089
1914	86935	140050
1915	86978	140000
1916	87110	140095
1917	87153	140046
1918	87194	139993
1919	87240	139948
1920	87294	139917
1921	87334	139862
1922	87369	139801
1923	87409	139746
1924	87455	139702
1925	87488	139636
1926	87525	139576
1927	87569	139529
1928	87602	139464
1929	87638	139403
1930	87671	139338
1931	87709	139281
1932	87749	139228
1933	87795	139183
1934	87840	139136
1935	87879	139081
1936	87924	139036
1937	87957	138971
1938	87994	138911
1939	88041	138869
1940	88095	138838
1941	88226	138926
1942	88265	138871
1943	88310	138825
1944	88380	138818
1945	88426	138774
1946	88479	138741
1947	88527	138699
1948	88573	138654
1949	88642	138645
1950	88692	138607
1951	88726	138543
1952	88763	138485
1953	88810	138442
1954	88857	138399
1955	88907	138361
1956	88951	138313
1957	88990	138258
1958	89036	138212
1959	89096	138190
1960	89186	138213
1961	89301	138275
1962	89354	138241
1963	89393	138186
1964	89458	138171
1965	89510	138135
1966	89553	138085
1967	89596	138036
1968	89642	137991
1969	89695	137958
1970	89741	137913
1971	89780	137857
1972	89817	137799
1973	89855	137742
1974	89899	137694
1975	89948	137653
1976	89994	137609
1977	90042	137566
1978	90089	137524
1979	90127	137466
1980	90173	137422
1981	90206	137357
1982	90259	137323
1983	90294	137262
1984	90466	137408
1985	90502	137348
1986	90538	137289
1987	90592	137256
1988	90658	137241
1989	90696	137184
1990	90738	137133
1991	90786	137090
1992	90829	137041
1993	90879	137003
1994	90927	136961
1995	90962	136899
1996	91000	136843
1997	91043	136793
1998	91077	136729
1999	91128	136693
2000	91162	136629
2001	91212	136591
2002	91262	136551
2003	91306	136504
2004	91353	136461
2005	91405	136424
2006	91442	136366
2007	91535	136390
2008	91613	136394
2009	91658	136348
2010	91728	136338
2011	91788	136314
2012	91827	136258
2013	91882	136226
2014	91942	136202
2015	91979	136144
2016	92012	136080
2017	92046	136016
2018	92081	135956
2019	92117	135896
2020	92163	135851
2021	92212	135810
2022	92258	135766
2023	92296	135709
2024	92344	135666
2025	92393	135626
2026	92427	135563
2027	92475	135520
2028	92523	135478
2029	92559	135419
2030	92702	135516
2031	92746	135467
2032	92798	135431
2033	92839	135379
2034	92873	135317
2035	92907	135254
2036	92960	135219
2037	92998	135162
2038	93043	135116
2039	93081	135059
2040	93128	135015
2041	93168	134961
2042	93205	134904
2043	93241	134843
2044	93280	134788
2045	93344	134769
2046	93397	134735
2047	93461	134715
2048	93512	134678
2049	93561	134636
2050	93612	134599
2051	93656	134551
2052	93800	134646
2053	93846	134601
2054	93896	134562
2055	93939	134511
2056	93991	134475
2057	94026	134415
2058	94080	134381
2059	94142	134358
2060	94196	134325
2061	94230	134262
2062	94264	134200
2063	94299	134138
2064	94334	134078
2065	94382	134036
2066	94430	133993
2067	94483	133957
2068	94529	133913
2069	94562	133849
2070	94610	133807
2071	94654	133759
2072	94692	133701
2073	94727	133641
2074	94776	133599
2075	94914	133685
2076	94961	133641
2077	94996	133580
2078	95042	133535
2079	95097	133502
2080	95140	133452
2081	95175	133391
2082	95214	133337
2083	95258	133289
2084	95301	133238
2085	95347	133193
2086	95400	133157
2087	95440	133104
2088	95475	133044
2089	95510	132982
2090	95555	132936
2091	95596	132885
2092	95660	132863
2093	95699	132808
2094	95744	132763
2095	95795	132723
2096	95830	132663
2097	95870	132610
2098	96020	132708
2099	96097	132705
2100	96145	132663
2101	96200	132630
2102	96246	132584
2103	96284	132528
2104	96325	132475
2105	96360	132416
2106	96397	132357
2107	96433	132298
2108	96466	132236
2109	96503	132178
2110	96554	132138
2111	96605	132100
2112	96635	132034
2113	96682	131989
2114	96725	131940
2115	96777	131903
2116	96810	131840
2117	96860	131799
2118	96897	131742
2119	96949	131705
2120	96983	131643
2121	97030	131599
2122	97178	131692
2123	97217	131636
2124	97262	131590
2125	97301	131535
2126	97348	131491
2127	97379	131425
2128	97427	131382
2129	97463	131324
2130	97512	131283
2131	97556	131234
2132	97594	131178
2133	97627	131115
2134	97667	131062
2135	97703	131003
2136	97756	130967
2137	97795	130912
2138	97829	130850
2139	97863	130789
2140	97900	130731
2141	97947	130688
2142	98002	130655
2143	98048	130608
2144	98085	130551
2145	98126	130500
2146	98157	130435
2147	98293	130509
2148	98342	130467
2149	98377	130407
2150	98416	130352
2151	98464	130310
2152	98501	130251
2153	98547	130207
2154	98585	130150
2155	98633	130108
2156	98686	130071
2157	98730	130023
2158	98768	129968
2159	98802	129906
2160	98836	129846
2161	98885	129804
2162	98929	129756
2163	98986	129725
2164	99030	129677
2165	99063	129615
2166	99096	129551
2167	99142	129507
2168	99177	129447
2169	99217	129393
2170	99263	129348
2171	99376	129390
2172	99448	129379
2173	99485	129321
2174	99531	129275
2175	99581	129236
2176	99634	129199
2177	99685	129160
2178	99731	129115
2179	99784	129079
2180	99830	129033
2181	99876	128988
2182	99916	128934
2183	99950	128873
2184	99996	128828
2185	100046	128788
2186	100097	128748
2187	100147	128708
2188	100218	128694
2189	100267	128654
2190	100316	128611
2191	100351	128552
2192	100386	128492
2193	100526	128567
2194	100564	128511
2195	100601	128454
2196	100648	128409
2197	100683	128351
2198	100733	128310
2199	100783	128269
2200	100832	128227
2201	100867	128168
2202	100902	128108
2203	100948	128063
2204	101001	128026
2205	101038	127969
2206	101075	127913
2207	101111	127855
2208	101163	127816
2209	101201	127761
2210	101249	127718
2211	101302	127681
2212	101336	127620
2213	101385	127579
2214	101433	127536
2215	101475	127486
2216	101509	127425
2217	101684	127541
2218	101734	127499
2219	101772	127445
2220	101834	127418
2221	101875	127367
2222	101909	127306
2223	101963	127270
2224	101996	127209
2225	102028	127146
2226	102089	127118
2227	102134	127072
2228	102173	127018
2229	102206	126956
2230	102240	126895
2231	102287	126851
2232	102333	126805
2233	102387	126769
2234	102428	126717
2235	102486	126687
2236	102529	126637
2237	102574	126591
2238	102620	126545
2239	102662	126495
2240	102806	126569
2241	102851	126522
2242	102903	126484
2243	102949	126438
2244	103003	126403
2245	103038	126343
2246	103101	126319
2247	103150	126277
2248	103198	126233
2249	103243	126186
2250	103284	126134
2251	103325	126082
2252	103388	126057
2253	103433	126010
2254	103466	125948
2255	103504	125894
2256	103549	125846
2257	103586	125790
2258	103635	125747
2259	103685	125707
2260	103718	125646
2261	103767	125603
2262	103808	125551
2263	103982	125660
2264	104033	125620
2265	104087	125584
2266	104121	125523
2267	104203	125521
2268	104263	125493
2269	104302	125438
2270	104348	125392
2271	104406	125361
2272	104442	125303
2273	104479	125246
2274	104524	125199
2275	104565	125148
2276	104602	125090
2277	104649	125046
2278	104704	125011
2279	104749	124964
2280	104802	124926
2281	104849	124881
2282	104886	124825
2283	104933	124781
2284	105077	124851
2285	105119	124801
2286	105166	124756
2287	105202	124698
2288	105248	124652
2289	105313	124628
2290	105368	124593
2291	105419	124553
2292	105466	124507
2293	105502	124450
2294	105547	124403
2295	105580	124342
2296	105622	124290
2297	105668	124245
2298	105712	124196
2299	105745	124135
2300	105803	124104
2301	105837	124043
2302	105872	123985
2303	105904	123922
2304	105939	123864
2305	105973	123803
2306	106008	123745
2307	106043	123687
2308	106129	123688
2309	106254	123733
2310	106293	123679
2311	106328	123621
2312	106363	123562
2313	106400	123505
2314	106435	123446
2315	106468	123386
2316	106502	123326
2317	106537	123267
2318	106574	123211
2319	106607	123150
2320	106640	123089
2321	106674	123029
2322	106713	122975
2323	106751	122920
2324	106788	122863
2325	106827	122809
2326	106870	122760
2327	106907	122704
2328	106953	122658
2329	107007	122622
2330	107052	122574
2331	107091	122521
2332	107138	122477
2333	107193	122440
2334	107238	122393
2335	107413	122495
2336	107462	122452
2337	107510	122409
2338	107552	122358
2339	107591	122304
2340	107641	122263
2341	107691	122222
2342	107740	122179
2343	107794	122142
2344	107837	122093
2345	107884	122048
2346	107925	121996
2347	107963	121942
2348	108012	121898
2349	108054	121848
2350	108103	121806
2351	108135	121744
2352	108195	121714
2353	108255	121684
2354	108295	121630
2355	108334	121577
2356	108371	121520
2357	108538	121611
2358	108586	121567
2359	108631	121520
2360	108693	121491
2361	108751	121458
2362	108785	121399
2363	108831	121354
2364	108891	121323
2365	108928	121266
2366	108982	121229
2367	109014	121168
2368	109052	121112
2369	109101	121069
2370	109141	121017
2371	109181	120965
2372	109232	120924
2373	109280	120880
2374	109333	120842
2375	109378	120795
2376	109424	120748
2377	109470	120702
2378	109527	120669
2379	109676	120735
2380	109713	120680
2381	109760	120634
2382	109819	120602
2383	109879	120572
2384	109918	120519
2385	109967	120475
2386	110008	120423
2387	110043	120366
2388	110080	120309
2389	110117	120254
2390	110160	120204
2391	110203	120155
2392	110293	120156
2393	110345	120116
2394	110388	120067
2395	110424	120010
2396	110471	119965
2397	110514	119916
2398	110557	119867
2399	110609	119826
2400	110660	119786
2401	110832	119876
2402	110870	119821
2403	110914	119772
2404	110963	119729
2405	111007	119680
2406	111060	119642
2407	111103	119593
2408	111144	119541
2409	111193	119498
2410	111237	119450
2411	111283	119403
2412	111329	119356
2413	111366	119301
2414	111410	119252
2415	111459	119209
2416	111502	119160
2417	111545	119111
2418	111589	119063
2419	111647	119029
2420	111693	118982
2421	111731	118927
2422	111776	118880
2423	111820	118832
2424	111999	118927
2425	112055	118891
2426	112101	118845
2427	112147	118798
2428	112194	118753
2429	112248	118715
2430	112288	118663
2431	112326	118608
2432	112362	118550
2433	112400	118496
2434	112444	118448
2435	112489	118399
2436	112525	118343
2437	112559	118284
2438	112594	118226
2439	112631	118171
2440	112687	118134
2441	112718	118073
2442	112761	118023
2443	112822	117992
2444	112860	117937
2445	112909	117894
2446	112960	117853
2447	112993	117794
2448	113150	117862
2449	113195	117815
2450	113231	117759
2451	113270	117704
2452	113318	117661
2453	113362	117611
2454	113406	117564
2455	113459	117525
2456	113508	117481
2457	113560	117441
2458	113600	117388
2459	113636	117332
2460	113674	117277
2461	113717	117227
2462	113759	117177
2463	113807	117132
2464	113849	117082
2465	113897	117038
2466	113950	116998
2467	113987	116943
2468	114032	116896
2469	114066	116837
2470	114112	116790
2471	114200	116788
2472	114335	116831
2473	114380	116784
2474	114428	116739
2475	114478	116698
2476	114535	116662
2477	114574	116608
2478	114622	116564
2479	114661	116510
2480	114712	116469
2481	114767	116432
2482	114805	116377
2483	114840	116320
2484	114891	116278
2485	114929	116223
2486	114968	116170
2487	115013	116123
2488	115065	116082
2489	115111	116035
2490	115149	115981
2491	115187	115927
2492	115233	115880
2493	115281	115835
2494	115437	115900
2495	115482	115852
2496	115536	115813
2497	115584	115769
2498	115624	115716
2499	115664	115664
2500	115705	115612
2501	115750	115565
2502	115792	115514
2503	115833	115462
2504	115874	115411
2505	115915	115360
2506	115959	115312
2507	116000	115260
2508	116047	115215
2509	116089	115164
2510	116135	115117
2511	116169	115059
2512	116213	115010
2513	116248	114954
2514	116286	114899
2515	116336	114857
2516	116384	114812
2517	116435	114771
2518	116631	114871
2519	116675	114823
2520	116715	114770
2521	116752	114715
2522	116801	114671
2523	116850	114628
2524	116899	114584
2525	116939	114531
2526	116982	114482
2527	117017	114424
2528	117057	114372
2529	117097	114320
2530	117138	114268
2531	117187	114225
2532	117236	114181
2533	117277	114130
2534	117319	114079
2535	117360	114028
2536	117402	113978
2537	117441	113924
2538	117481	113872
2539	117523	113821
2540	117567	113773
2541	117603	113717
2542	117784	113801
2543	117824	113748
2544	117859	113691
2545	117901	113640
2546	117950	113597
2547	117997	113551
2548	118042	113504
2549	118080	113449
2550	118113	113390
2551	118151	113336
2552	118195	113287
2553	118238	113238
2554	118273	113181
2555	118310	113126
2556	118350	113073
2557	118397	113028
2558	118453	112991
2559	118502	112947
2560	118556	112909
2561	118600	112860
2562	118649	112816
2563	118685	112760
2564	118755	112736
2565	118930	112812
2566	118966	112756
2567	119017	112714
2568	119055	112659
2569	119095	112607
2570	119157	112575
2571	119201	112527
2572	119256	112489
2573	119302	112442
2574	119356	112403
2575	119403	112357
2576	119442	112305
2577	119481	112251
2578	119518	112196
2579	119570	112155
2580	119617	112109
2581	119679	112077
2582	119744	112049
2583	119788	112000
2584	119827	111947
2585	119871	111898
2586	119913	111848
2587	120071	111905
2588	120119	111861
2589	120159	111808
2590	120192	111750
2591	120239	111704
2592	120287	111658
2593	120340	111618
2594	120385	111570
2595	120439	111531
2596	120481	111481
2597	120516	111424
2598	120551	111367
2599	120590	111313
2600	120625	111257
2601	120680	111219
2602	120720	111166
2603	120757	111111
2604	120802	111063
2605	120857	111025
2606	120893	110970
2607	120930	110915
2608	120974	110866
2609	121034	110831
2610	121067	110773
2611	121264	110865
2612	121298	110807
2613	121357	110772
2614	121402	110724
2615	121442	110672
2616	121489	110626
2617	121541	110584
2618	121590	110540
2619	121640	110498
2620	121673	110439
2621	121717	110390
2622	121756	110337
2623	121793	110282
2624	121844	110240
2625	121884	110188
2626	121922	110134
2627	121969	110088
2628	122017	110042
2629	122057	109991
2630	122098	109939
2631	122156	109903
2632	122198	109853
2633	122252	109813
2634	122442	109896
2635	122490	109851
2636	122542	109809
2637	122587	109761
2638	122643	109723
2639	122683	109671
2640	122718	109615
2641	122757	109561
2642	122792	109504
2643	122841	109460
2644	122880	109407
2645	122915	109351
2646	122950	109294
2647	122992	109244
2648	123042	109200
2649	123083	109149
2650	123142	109114
2651	123191	109070
2652	123258	109041
2653	123305	108995
2654	123339	108937
2655	123374	108881
2656	123511	108914
2657	123592	108899
2658	123643	108856
2659	123684	108804
2660	123716	108745
2661	123750	108688
2662	123792	108638
2663	123842	108594
2664	123890	108549
2665	123944	108509
2666	123981	108454
2667	124013	108395
2668	124049	108339
2669	124094	108292
2670	124142	108247
2671	124185	108197
2672	124234	108152
2673	124271	108098
2674	124312	108047
2675	124359	108001
2676	124407	107955
2677	124461	107915
2678	124522	107882
2679	124691	107941
2680	124745	107901
2681	124809	107870
2682	124855	107823
2683	124917	107790
2684	124960	107740
2685	125023	107707
2686	125058	107652
2687	125092	107594
2688	125146	107554
2689	125183	107499
2690	125221	107445
2691	125259	107392
2692	125304	107344
2693	125343	107291
2694	125391	107245
2695	125434	107195
2696	125475	107145
2697	125518	107095
2698	125549	107035
2699	125589	106983
2700	125644	106944
2701	125789	106981
2702	125895	106985
2703	125947	106943
2704	125991	106894
2705	126046	106855
2706	126086	106803
2707	126138	106761
2708	126178	106709
2709	126224	106662
2710	126259	106606
2711	126303	106557
2712	126362	106520
2713	126398	106465
2714	126434	106410
2715	126470	106354
2716	126516	106307
2717	126561	106259
2718	126608	106213
2719	126654	106166
2720	126691	106112
2721	126746	106071
2722	126807	106037
2723	126846	105985
2724	127017	106042
2725	127063	105994
2726	127108	105947
2727	127148	105895
2728	127183	105838
2729	127218	105782
2730	127264	105735
2731	127305	105683
2732	127362	105645
2733	127408	105598
2734	127462	105558
2735	127498	105502
2736	127536	105449
2737	127574	105395
2738	127615	105344
2739	127660	105296
2740	127708	105251
2741	127739	105191
2742	127794	105151
2743	127847	105110
2744	127894	105064
2745	127936	105014
2746	127975	104961
2747	128026	104918
2748	128196	104972
2749	128249	104931
2750	128289	104879
2751	128363	104855
2752	128411	104809
2753	128466	104769
2754	128511	104721
2755	128578	104691
2756	128627	104646
2757	128676	104602
2758	128715	104549
2759	128754	104496
2760	128795	104444
2761	128849	104404
2762	128882	104347
2763	128917	104290
2764	128968	104247
2765	129010	104197
2766	129046	104142
2767	129087	104091
2768	129122	104034
2769	129157	103978
2770	129334	104037
2771	129381	103990
2772	129420	103938
2773	129456	103882
2774	129494	103828
2775	129537	103779
2776	129582	103731
2777	129616	103674
2778	129660	103625
2779	129728	103596
2780	129781	103554
2781	129823	103504
2782	129858	103448
2783	129894	103392
2784	129925	103333
2785	129965	103281
2786	130008	103232
2787	130065	103193
2788	130111	103146
2789	130165	103106
2790	130201	103051
2791	130236	102995
2792	130278	102945
2793	130326	102899
2794	130532	102978
2795	130580	102932
2796	130649	102903
2797	130684	102847
2798	130729	102799
2799	130779	102755
2800	130826	102709
2801	130866	102656
2802	130904	102603
2803	130949	102555
2804	130989	102503
2805	131026	102448
2806	131075	102404
2807	131116	102353
2808	131162	102305
2809	131195	102248
2810	131233	102194
2811	131280	102148
2812	131325	102100
2813	131363	102046
2814	131409	101999
2815	131465	101960
2816	131505	101908
2817	131600	101899
2818	131727	101914
2819	131764	101860
2820	131806	101809
2821	131879	101783
2822	131928	101738
2823	131975	101692
2824	132028	101649
2825	132062	101593
2826	132110	101547
2827	132159	101503
2828	132198	101450
2829	132237	101397
2830	132270	101340
2831	132324	101298
2832	132360	101244
2833	132394	101188
2834	132449	101147
2835	132493	101098
2836	132563	101069
2837	132611	101024
2838	132666	100983
2839	132831	101026
2840	132869	100973
2841	132907	100919
2842	132950	100870
2843	132996	100822
2844	133052	100783
2845	133097	100735
2846	133139	100684
2847	133181	100634
2848	133223	100584
2849	133264	100532
2850	133312	100487
2851	133349	100433
2852	133385	100377
2853	133434	100333
2854	133479	100285
2855	133516	100231
2856	133566	100186
2857	133613	100139
2858	133650	100085
2859	133699	100040
2860	133743	99992
2861	133791	99945
2862	133829	99893
2863	134023	99956
2864	134063	99903
2865	134098	99848
2866	134151	99806
2867	134198	99759
2868	134253	99718
2869	134314	99683
2870	134350	99628
2871	134385	99572
2872	134429	99523
2873	134466	99469
2874	134510	99420
2875	134550	99368
2876	134585	99313
2877	134621	99258
2878	134659	99205
2879	134712	99163
2880	134751	99111
2881	134798	99064
2882	134850	99021
2883	134898	98975
2884	134952	98933
2885	134996	98885
2886	135214	98963
2887	135261	98916
2888	135298	98862
2889	135352	98821
2890	135415	98786
2891	135450	98731
2892	135532	98709
2893	135568	98654
2894	135603	98599
2895	135639	98544
2896	135685	98497
2897	135724	98444
2898	135762	98391
2899	135804	98341
2900	135852	98295
2901	135899	98248
2902	135967	98216
2903	136015	98170
2904	136065	98126
2905	136099	98070
2906	136152	98027
2907	136193	97976
2908	136370	98023
2909	136408	97970
2910	136452	97921
2911	136495	97872
2912	136565	97841
2913	136632	97808
2914	136666	97753
2915	136709	97703
2916	136751	97652
2917	136785	97596
2918	136830	97548
2919	136866	97494
2920	136908	97443
2921	136942	97387
2922	136981	97334
2923	137022	97284
2924	137068	97236
2925	137108	97185
2926	137150	97134
2927	137197	97087
2928	137252	97046
2929	137300	97000
2930	137352	96957
2931	137535	97006
2932	137599	96971
2933	137650	96927
2934	137698	96881
2935	137750	96838
2936	137786	96783
2937	137829	96734
2938	137861	96676
2939	137915	96634
2940	137968	96591
2941	138009	96540
2942	138045	96486
2943	138081	96432
2944	138119	96378
2945	138165	96331
2946	138202	96277
2947	138253	96233
2948	138297	96184
2949	138353	96143
2950	138399	96096
2951	138454	96055
2952	138496	96005
2953	138546	95959
2954	138771	96036
2955	138810	95983
2956	138853	95934
2957	138900	95887
2958	138947	95840
2959	138982	95785
2960	139032	95740
2961	139086	95698
2962	139131	95650
2963	139167	95595
2964	139211	95546
2965	139254	95496
2966	139289	95441
2967	139329	95389
2968	139364	95334
2969	139411	95287
2970	139452	95236
2971	139502	95192
2972	139552	95147
2973	139615	95111
2974	139654	95059
2975	139697	95009
2976	139729	94952
2977	139781	94908
2978	139915	94921
2979	139989	94891
2980	140023	94836
2981	140059	94782
2982	140095	94727
2983	140130	94672
2984	140168	94619
2985	140206	94566
2986	140239	94509
2987	140275	94456
2988	140313	94403
2989	140351	94350
2990	140386	94294
2991	140423	94241
2992	140462	94189
2993	140500	94136
2994	140539	94083
2995	140573	94028
2996	140610	93974
2997	140645	93919
2998	140683	93866
2999	140718	93812
3000	140762	93763
3001	140795	93707
3002	140831	93652
3003	140864	93596
3004	140896	93540
3005	140932	93486
3006	140998	93452
3007	141143	93469
3008	141179	93415
3009	141219	93364
3010	141255	93310
3011	141296	93259
3012	141333	93205
3013	141369	93151
3014	141402	93096
3015	141437	93040
3016	141467	92983
3017	141504	92929
3018	141542	92877
3019	141581	92824
3020	141618	92771
3021	141656	92718
3022	141692	92665
3023	141731	92613
3024	141774	92563
3025	141823	92517
3026	141858	92463
3027	141907	92417
3028	141943	92363
3029	141986	92314
3030	142018	92258
3031	142056	92205
3032	142100	92156
3033	142136	92102
3034	142317	92142
3035	142363	92095
3036	142407	92046
3037	142461	92004
3038	142507	91956
3039	142560	91914
3040	142605	91866
3041	142660	91824
3042	142708	91777
3043	142778	91746
3044	142816	91693
3045	142862	91645
3046	142906	91597
3047	142956	91552
3048	142991	91497
3049	143041	91452
3050	143080	91400
3051	143122	91350
3052	143163	91300
3053	143208	91251
3054	143261	91208
3055	143309	91162
3056	143531	91227
3057	143571	91176
3058	143607	91122
3059	143662	91080
3060	143710	91033
3061	143761	90989
3062	143825	90953
3063	143890	90917
3064	143925	90863
3065	143963	90810
3066	144002	90758
3067	144040	90705
3068	144079	90654
3069	144117	90601
3070	144180	90564
3071	144215	90510
3072	144263	90463
3073	144297	90408
3074	144341	90360
3075	144380	90308
3076	144426	90260
3077	144489	90223
3078	144584	90206
3079	144711	90209
3080	144763	90165
3081	144805	90115
3082	144837	90059
3083	144874	90006
3084	144910	89952
3085	144957	89905
3086	144994	89852
3087	145030	89798
3088	145080	89753
3089	145123	89704
3090	145177	89661
3091	145216	89609
3092	145251	89555
3093	145295	89506
3094	145343	89460
3095	145392	89414
3096	145427	89360
3097	145475	89313
3098	145511	89260
3099	145560	89214
3100	145605	89166
3101	145640	89111
3102	145679	89060
3103	145842	89084
3104	145916	89053
3105	145964	89007
3106	146012	88960
3107	146098	88937
3108	146142	88889
3109	146188	88841
3110	146231	88791
3111	146280	88745
3112	146343	88708
3113	146381	88656
3114	146417	88602
3115	146455	88550
3116	146498	88500
3117	146545	88453
3118	146596	88409
3119	146663	88374
3120	146711	88327
3121	146763	88284
3122	146811	88237
3123	146881	88204
3124	147101	88260
3125	147138	88207
3126	147176	88155
3127	147220	88106
3128	147265	88057
3129	147328	88020
3130	147396	87985
3131	147443	87938
3132	147496	87895
3133	147543	87848
3134	147582	87796
3135	147619	87743
3136	147655	87689
3137	147695	87638
3138	147737	87588
3139	147769	87532
3140	147812	87482
3141	147846	87428
3142	147891	87379
3143	147942	87334
3144	147981	87283
3145	148026	87234
3146	148081	87192
3147	148183	87177
3148	148329	87188
3149	148371	87138
3150	148414	87089
3151	148467	87045
3152	148502	86991
3153	148547	86942
3154	148585	86890
3155	148626	86840
3156	148682	86798
3157	148729	86751
3158	148767	86698
3159	148802	86644
3160	148843	86593
3161	148905	86555
3162	148976	86522
3163	149046	86488
3164	149083	86435
3165	149138	86393
3166	149178	86341
3167	149211	86286
3168	149266	86244
3169	149403	86248
3170	149491	86225
3171	149530	86173
3172	149579	86127
3173	149630	86082
3174	149668	86030
3175	149728	85990
3176	149782	85947
3177	149825	85897
3178	149867	85847
3179	149900	85792
3180	149945	85743
3181	149983	85691
3182	150024	85640
3183	150060	85587
3184	150110	85541
3185	150168	85500
3186	150216	85453
3187	150270	85411
3188	150316	85362
3189	150368	85318
3190	150414	85271
3191	150451	85218
3192	150689	85278
3193	150732	85229
3194	150768	85175
3195	150815	85128
3196	150878	85090
3197	150931	85046
3198	151011	85017
3199	151084	84985
3200	151130	84937
3201	151177	84890
3202	151216	84838
3203	151254	84785
3204	151308	84742
3205	151368	84702
3206	151401	84646
3207	151443	84596
3208	151482	84545
3209	151516	84490
3210	151568	84446
3211	151604	84392
3212	151646	84342
3213	151684	84290
3214	151899	84336
3215	151948	84289
3216	152001	84245
3217	152048	84198
3218	152087	84146
3219	152146	84106
