iter	Passed	Remaining
391	17217	202388
392	17260	202336
393	17333	202629
394	17374	202550
395	17414	202468
396	17464	202491
397	17496	202304
398	17533	202184
399	17580	202175
400	17633	202236
401	17679	202211
402	17745	202424
403	17782	202295
404	17823	202217
405	17861	202113
406	17917	202195
407	17973	202285
408	18007	202136
409	18064	202232
410	18120	202322
411	18163	202267
412	18218	202342
413	18264	202321
414	18299	202178
415	18367	202395
416	18412	202362
417	18449	202241
418	18496	202223
419	18534	202115
420	18581	202096
421	18613	201921
422	18649	201791
423	18689	201710
424	18722	201542
425	18761	201439
426	18796	201303
427	18828	201135
428	18871	201077
429	18919	201075
430	18952	200917
431	18985	200751
432	19034	200760
433	19080	200738
434	19132	200777
435	19174	200720
436	19219	200684
437	19251	200518
438	19296	200480
439	19330	200335
440	19408	200637
441	19444	200516
442	19474	200326
443	19521	200310
444	19560	200219
445	19609	200223
446	19650	200156
447	19694	200112
448	19736	200041
449	19775	199950
450	19812	199837
451	19846	199696
452	19888	199629
453	19927	199541
454	19966	199446
455	20020	199499
456	20066	199482
457	20099	199327
458	20133	199181
459	20195	199325
460	20234	199233
461	20283	199232
462	20334	199259
463	20398	199408
464	20431	199262
465	20467	199141
466	20519	199178
467	20568	199175
468	20609	199103
469	20650	199033
470	20693	198984
471	20738	198946
472	20776	198851
473	20807	198680
474	20843	198561
475	20877	198423
476	20922	198389
477	20974	198420
478	21014	198343
479	21046	198191
480	21098	198220
481	21131	198079
482	21165	197938
483	21198	197792
484	21234	197676
485	21266	197529
486	21321	197586
487	21364	197536
488	21421	197611
489	21454	197464
490	21499	197436
491	21553	197484
492	21596	197436
493	21638	197378
494	21679	197304
495	21722	197256
496	21762	197174
497	21800	197077
498	21846	197057
499	21886	196981
500	21932	196953
501	21996	197090
502	22052	197155
503	22099	197143
504	22155	197206
505	22192	197101
506	22237	197063
507	22283	197045
508	22321	196943
509	22367	196922
510	22435	197093
511	22475	197010
512	22536	197114
513	22583	197100
514	22632	197101
515	22684	197126
516	22731	197113
517	22778	197093
518	22822	197050
519	22865	196995
520	22898	196856
521	22947	196853
522	22995	196843
523	23038	196798
524	23084	196765
525	23122	196673
526	23156	196541
527	23198	196486
528	23237	196399
529	23282	196365
530	23322	196288
531	23369	196268
532	23404	196147
533	23474	196320
534	23523	196326
535	23564	196251
536	23601	196152
537	23647	196126
538	23685	196030
539	23722	195933
540	23770	195921
541	23803	195789
542	23855	195805
543	23888	195673
544	23926	195580
545	23956	195427
546	23990	195303
547	24038	195292
548	24079	195221
549	24122	195170
550	24170	195162
551	24223	195189
552	24271	195183
553	24325	195218
554	24369	195173
555	24423	195211
556	24464	195142
557	24539	195349
558	24589	195350
559	24654	195474
560	24698	195430
561	24739	195361
562	24785	195334
563	24839	195369
564	24887	195359
565	24935	195345
566	24972	195245
567	25005	195112
568	25059	195145
569	25100	195077
570	25140	195005
571	25187	194982
572	25233	194957
573	25267	194830
574	25314	194809
575	25354	194737
576	25403	194731
577	25441	194639
578	25486	194606
579	25557	194765
580	25603	194733
581	25640	194638
582	25691	194646
583	25729	194553
584	25765	194453
585	25804	194367
586	25840	194269
587	25888	194251
588	25933	194217
589	25970	194117
590	26003	193990
591	26038	193879
592	26074	193781
593	26106	193643
594	26140	193529
595	26199	193595
596	26234	193485
597	26282	193469
598	26340	193533
599	26386	193498
600	26426	193424
601	26473	193403
602	26507	193290
603	26551	193242
604	26615	193345
605	26649	193231
606	26687	193147
607	26745	193199
608	26786	193138
609	26821	193027
610	26872	193031
611	26926	193062
612	26986	193132
613	27037	193135
614	27074	193041
615	27127	193063
616	27170	193010
617	27225	193046
618	27273	193026
619	27305	192900
620	27340	192790
621	27373	192672
622	27406	192552
623	27440	192437
624	27487	192411
625	27541	192439
626	27617	192620
627	27652	192509
628	27687	192405
629	27724	192313
630	27770	192280
631	27825	192313
632	27871	192284
633	27926	192311
634	27973	192290
635	28045	192434
636	28081	192335
637	28117	192239
638	28167	192238
639	28209	192178
640	28244	192071
641	28283	191991
642	28342	192048
643	28390	192034
644	28426	191934
645	28474	191915
646	28525	191915
647	28573	191903
648	28679	192273
649	28721	192215
650	28790	192331
651	28829	192255
652	28863	192143
653	28898	192040
654	28941	191987
655	28974	191867
656	29027	191884
657	29062	191773
658	29102	191705
659	29137	191601
660	29177	191528
661	29227	191524
662	29268	191460
663	29327	191513
664	29375	191491
665	29416	191427
666	29450	191316
667	29490	191248
668	29538	191226
669	29582	191180
670	29616	191070
671	29659	191019
672	29735	191183
673	29770	191081
674	29828	191120
675	29874	191093
676	29928	191109
677	29974	191076
678	30029	191103
679	30069	191027
680	30113	190984
681	30160	190957
682	30194	190850
683	30230	190750
684	30266	190659
685	30327	190721
686	30373	190683
687	30428	190709
688	30469	190644
689	30501	190526
690	30542	190460
691	30588	190428
692	30639	190423
693	30674	190322
694	30761	190545
695	30799	190463
696	30843	190416
697	30890	190389
698	30928	190306
699	30975	190276
700	31029	190292
701	31090	190353
702	31139	190336
703	31189	190326
704	31228	190248
705	31265	190159
706	31306	190094
707	31340	189989
708	31391	189986
709	31429	189903
710	31467	189825
711	31517	189813
712	31551	189710
713	31590	189632
714	31628	189549
715	31677	189532
716	31710	189425
717	31742	189305
718	31810	189400
719	31860	189395
720	31906	189357
721	31941	189260
722	31976	189159
723	32010	189055
724	32060	189043
725	32108	189026
726	32157	189006
727	32207	189000
728	32241	188894
729	32279	188815
730	32329	188802
731	32393	188870
732	32428	188773
733	32460	188662
734	32500	188590
735	32538	188511
736	32587	188493
737	32646	188535
738	32693	188510
739	32761	188597
740	32796	188502
741	32878	188674
742	32932	188683
743	32977	188643
744	33031	188657
745	33076	188613
746	33131	188630
747	33177	188599
748	33228	188591
749	33281	188595
750	33318	188510
751	33355	188420
752	33391	188331
753	33463	188443
754	33508	188399
755	33538	188276
756	33579	188211
757	33630	188204
758	33675	188164
759	33728	188167
760	33777	188152
761	33846	188240
762	33919	188358
763	33962	188307
764	34011	188285
765	34046	188190
766	34093	188156
767	34146	188162
768	34180	188060
769	34216	187970
770	34262	187930
771	34308	187896
772	34341	187790
773	34376	187691
774	34411	187597
775	34462	187590
776	34511	187568
777	34561	187554
778	34607	187520
779	34640	187413
780	34694	187421
781	34747	187422
782	34794	187394
783	34831	187309
784	34878	187277
785	34950	187382
786	34993	187329
787	35032	187253
788	35076	187209
789	35133	187228
790	35163	187110
791	35210	187075
792	35244	186980
793	35293	186955
794	35332	186883
795	35377	186845
796	35414	186758
797	35449	186664
798	35490	186602
799	35547	186623
800	35594	186591
801	35645	186585
802	35679	186482
803	35712	186381
804	35760	186354
805	35808	186330
806	35841	186225
807	35888	186192
808	35944	186209
809	36010	186275
810	36045	186183
811	36084	186109
812	36119	186015
813	36152	185913
814	36185	185813
815	36222	185729
816	36255	185624
817	36289	185529
818	36330	185469
819	36366	185381
820	36396	185262
821	36432	185177
822	36466	185078
823	36508	185024
824	36541	184924
825	36576	184828
826	36607	184719
827	36642	184628
828	36678	184542
829	36709	184434
830	36742	184333
831	36771	184208
832	36800	184091
833	36833	183992
834	36866	183890
835	36902	183806
836	36949	183777
837	37040	183963
838	37075	183875
839	37115	183811
840	37152	183731
841	37200	183704
842	37235	183614
843	37283	183589
844	37337	183595
845	37384	183564
846	37436	183558
847	37471	183468
848	37509	183396
849	37547	183319
850	37581	183228
851	37613	183123
852	37650	183045
853	37699	183022
854	37753	183029
855	37798	182989
856	37845	182955
857	37893	182931
858	37927	182836
859	37962	182751
860	38014	182744
861	38090	182853
862	38123	182756
863	38184	182790
864	38252	182862
865	38301	182838
866	38337	182754
867	38379	182702
868	38424	182659
869	38471	182627
870	38516	182588
871	38549	182490
872	38600	182481
873	38654	182480
874	38700	182444
875	38746	182408
876	38782	182325
877	38817	182239
878	38853	182155
879	38900	182127
880	38936	182044
881	38984	182016
882	39037	182014
883	39082	181973
884	39182	182189
885	39218	182104
886	39253	182018
887	39301	181991
888	39353	181982
889	39402	181958
890	39440	181887
891	39485	181846
892	39519	181753
893	39567	181729
894	39601	181635
895	39633	181535
896	39668	181448
897	39713	181410
898	39753	181346
899	39801	181319
900	39838	181240
901	39885	181210
902	39938	181203
903	39985	181173
904	40040	181176
905	40075	181091
906	40107	180992
907	40140	180897
908	40236	181086
909	40267	180980
910	40321	180979
911	40353	180883
912	40415	180916
913	40454	180850
914	40499	180808
915	40553	180809
916	40600	180777
917	40638	180702
918	40674	180624
919	40711	180544
920	40753	180494
921	40788	180408
922	40819	180302
923	40863	180260
924	40910	180227
925	40954	180182
926	41001	180149
927	41047	180115
928	41081	180023
929	41132	180008
930	41169	179933
931	41259	180089
932	41299	180025
933	41339	179963
934	41373	179876
935	41437	179918
936	41486	179891
937	41524	179821
938	41569	179778
939	41615	179742
940	41665	179725
941	41701	179643
942	41739	179573
943	41772	179479
944	41807	179397
945	41849	179344
946	41886	179267
947	41927	179206
948	41963	179131
949	42016	179124
950	42070	179118
951	42116	179085
952	42155	179017
953	42199	178969
954	42255	178978
955	42363	179204
956	42401	179133
957	42456	179133
958	42502	179094
959	42555	179086
960	42603	179058
961	42655	179046
962	42702	179012
963	42756	179011
964	42795	178942
965	42830	178859
966	42874	178812
967	42918	178766
968	42954	178688
969	43000	178652
970	43054	178647
971	43094	178585
972	43131	178510
973	43174	178461
974	43220	178424
975	43270	178401
976	43312	178347
977	43346	178262
978	43430	178378
979	43466	178300
980	43501	178219
981	43537	178141
982	43572	178055
983	43613	178001
984	43652	177933
985	43684	177840
986	43719	177758
987	43755	177680
988	43803	177648
989	43837	177565
990	43887	177541
991	43938	177524
992	43985	177490
993	44021	177414
994	44065	177367
995	44116	177351
996	44156	177288
997	44185	177185
998	44218	177094
999	44255	177023
1000	44300	176982
1001	44339	176915
1002	44387	176884
1003	44471	176999
1004	44513	176947
1005	44547	176861
1006	44596	176834
1007	44641	176792
1008	44687	176757
1009	44740	176747
1010	44780	176685
1011	44839	176700
1012	44882	176648
1013	44920	176580
1014	44957	176508
1015	45004	176474
1016	45055	176456
1017	45102	176423
1018	45138	176346
1019	45183	176304
1020	45240	176309
1021	45287	176274
1022	45340	176263
1023	45404	176298
1024	45455	176279
1025	45541	176396
1026	45586	176352
1027	45618	176262
1028	45656	176190
1029	45689	176104
1030	45726	176029
1031	45766	175971
1032	45799	175880
1033	45839	175823
1034	45886	175789
1035	45920	175702
1036	45954	175619
1037	45990	175544
1038	46026	175469
1039	46058	175377
1040	46091	175290
1041	46124	175202
1042	46163	175138
1043	46197	175055
1044	46232	174975
1045	46267	174897
1046	46300	174811
1047	46336	174732
1048	46370	174651
1049	46402	174562
1050	46432	174465
1051	46465	174378
1052	46501	174304
1053	46580	174390
1054	46610	174292
1055	46643	174207
1056	46678	174127
1057	46712	174044
1058	46746	173965
1059	46783	173894
1060	46818	173814
1061	46854	173742
1062	46890	173665
1063	46922	173579
1064	46957	173499
1065	46993	173425
1066	47038	173384
1067	47072	173305
1068	47114	173251
1069	47148	173171
1070	47191	173122
1071	47223	173035
1072	47277	173027
1073	47322	172986
1074	47361	172926
1075	47404	172878
1076	47445	172821
1077	47487	172771
1078	47522	172692
1079	47554	172604
1080	47588	172523
1081	47676	172638
1082	47745	172687
1083	47822	172760
1084	47862	172700
1085	47896	172620
1086	47962	172654
1087	48008	172619
1088	48062	172610
1089	48098	172538
1090	48133	172461
1091	48167	172380
1092	48226	172388
1093	48269	172341
1094	48322	172328
1095	48376	172318
1096	48422	172281
1097	48477	172276
1098	48522	172235
1099	48559	172165
1100	48605	172129
1101	48703	172275
1102	48740	172205
1103	48774	172125
1104	48823	172095
1105	48861	172031
1106	48894	171946
1107	48929	171871
1108	48974	171830
1109	49022	171798
1110	49059	171731
1111	49093	171650
1112	49158	171678
1113	49197	171618
1114	49238	171560
1115	49291	171547
1116	49343	171532
1117	49394	171511
1118	49444	171488
1119	49492	171457
1120	49527	171381
1121	49569	171329
1122	49617	171296
1123	49660	171248
1124	49694	171170
1125	49783	171279
1126	49822	171217
1127	49857	171142
1128	49907	171116
1129	49958	171097
1130	50006	171065
1131	50043	170997
1132	50091	170965
1133	50146	170956
1134	50192	170920
1135	50243	170899
1136	50280	170829
1137	50319	170768
1138	50362	170718
1139	50405	170672
1140	50461	170666
1141	50507	170628
1142	50540	170545
1143	50575	170471
1144	50612	170403
1145	50662	170378
1146	50697	170303
1147	50756	170308
1148	50846	170418
1149	50878	170332
1150	50925	170295
1151	50977	170280
1152	51024	170242
1153	51062	170178
1154	51108	170139
1155	51157	170110
1156	51223	170138
1157	51257	170061
1158	51291	169984
1159	51328	169913
1160	51368	169857
1161	51405	169788
1162	51461	169784
1163	51506	169740
1164	51540	169664
1165	51577	169596
1166	51617	169536
1167	51676	169542
1168	51724	169508
1169	51776	169491
1170	51825	169462
1171	51923	169592
1172	51978	169583
1173	52025	169547
1174	52059	169471
1175	52107	169436
1176	52148	169381
1177	52192	169336
1178	52245	169322
1179	52279	169244
1180	52323	169199
1181	52356	169118
1182	52393	169049
1183	52425	168967
1184	52487	168977
1185	52528	168923
1186	52579	168899
1187	52625	168862
1188	52663	168799
1189	52696	168717
1190	52746	168690
1191	52809	168706
1192	52844	168634
1193	52887	168584
1194	53024	168835
1195	53065	168781
1196	53101	168709
1197	53148	168673
1198	53182	168596
1199	53222	168537
1200	53262	168478
1201	53310	168448
1202	53362	168428
1203	53409	168392
1204	53447	168327
1205	53484	168259
1206	53522	168193
1207	53558	168124
1208	53589	168038
1209	53648	168041
1210	53689	167984
1211	53750	167990
1212	53792	167939
1213	53848	167933
1214	53884	167862
1215	53926	167810
1216	53965	167749
1217	54005	167691
1218	54116	167854
1219	54152	167782
1220	54196	167737
1221	54248	167717
1222	54284	167645
1223	54327	167598
1224	54373	167558
1225	54410	167493
1226	54480	167525
1227	54529	167494
1228	54565	167427
1229	54601	167356
1230	54650	167324
1231	54696	167285
1232	54736	167229
1233	54780	167181
1234	54848	167209
1235	54881	167130
1236	54925	167084
1237	54966	167029
1238	55009	166982
1239	55043	166906
1240	55081	166842
1241	55179	166961
1242	55230	166934
1243	55280	166908
1244	55326	166868
1245	55366	166810
1246	55412	166770
1247	55448	166701
1248	55497	166671
1249	55535	166606
1250	55579	166561
1251	55614	166486
1252	55648	166413
1253	55682	166336
1254	55731	166305
1255	55765	166230
1256	55811	166190
1257	55865	166175
1258	55901	166105
1259	55949	166073
1260	55996	166034
1261	56040	165989
1262	56084	165942
1263	56127	165896
1264	56160	165817
1265	56269	165963
1266	56329	165966
1267	56377	165930
1268	56425	165898
1269	56464	165837
1270	56523	165834
1271	56556	165755
1272	56613	165749
1273	56647	165674
1274	56693	165634
1275	56732	165573
1276	56766	165497
1277	56811	165454
1278	56881	165484
1279	56935	165468
1280	56976	165413
1281	57014	165351
1282	57069	165337
1283	57126	165329
1284	57164	165266
1285	57199	165193
1286	57231	165112
1287	57317	165189
1288	57354	165123
1289	57387	165044
1290	57420	164966
1291	57457	164900
1292	57490	164824
1293	57521	164741
1294	57554	164664
1295	57588	164590
1296	57628	164533
1297	57664	164463
1298	57694	164377
1299	57732	164314
1300	57768	164247
1301	57806	164183
1302	57837	164103
1303	57875	164039
1304	57939	164051
1305	57988	164019
1306	58026	163957
1307	58058	163878
1308	58107	163845
1309	58168	163849
1310	58210	163798
1311	58267	163788
1312	58313	163749
1313	58415	163864
1314	58484	163890
1315	58532	163854
1316	58580	163820
1317	58615	163748
1318	58668	163729
1319	58701	163652
1320	58753	163628
1321	58800	163590
1322	58854	163573
1323	58889	163503
1324	58954	163514
1325	58981	163423
1326	59025	163377
1327	59064	163316
1328	59099	163246
1329	59152	163224
1330	59201	163193
1331	59256	163177
1332	59295	163117
1333	59331	163051
1334	59363	162971
1335	59484	163135
1336	59518	163064
1337	59552	162991
1338	59601	162959
1339	59655	162939
1340	59702	162903
1341	59770	162922
1342	59804	162848
1343	59855	162819
1344	59896	162765
1345	59932	162700
1346	59971	162640
1347	60010	162579
1348	60055	162536
1349	60096	162482
1350	60157	162483
1351	60197	162425
1352	60257	162422
1353	60289	162344
1354	60327	162283
1355	60373	162242
1356	60418	162199
1357	60468	162170
1358	60575	162293
1359	60635	162288
1360	60673	162226
1361	60719	162186
1362	60773	162166
1363	60815	162115
1364	60872	162103
1365	60929	162092
1366	60970	162038
1367	61006	161969
1368	61044	161909
1369	61079	161837
1370	61119	161782
1371	61173	161761
1372	61219	161721
1373	61255	161654
1374	61303	161618
1375	61342	161559
1376	61385	161511
1377	61433	161475
1378	61470	161411
1379	61513	161360
1380	61546	161285
1381	61680	161476
1382	61718	161415
1383	61772	161394
1384	61820	161357
1385	61866	161316
1386	61904	161255
1387	61957	161231
1388	62019	161233
1389	62067	161197
1390	62100	161122
1391	62136	161055
1392	62172	160987
1393	62218	160947
1394	62266	160911
1395	62318	160885
1396	62356	160822
1397	62404	160787
1398	62459	160768
1399	62493	160696
1400	62533	160642
1401	62573	160583
1402	62618	160541
1403	62657	160481
1404	62766	160602
1405	62808	160551
1406	62858	160519
1407	62901	160470
1408	62960	160461
1409	63003	160412
1410	63058	160393
1411	63091	160319
1412	63124	160245
1413	63174	160214
1414	63217	160165
1415	63250	160091
1416	63285	160023
1417	63332	159984
1418	63371	159925
1419	63419	159887
1420	63459	159831
1421	63498	159773
1422	63536	159712
1423	63587	159683
1424	63630	159634
1425	63674	159588
1426	63735	159583
1427	63851	159717
1428	63886	159649
1429	63932	159608
1430	63973	159552
1431	64021	159518
1432	64059	159455
1433	64103	159410
1434	64156	159384
1435	64205	159350
1436	64258	159327
1437	64296	159264
1438	64333	159201
1439	64366	159127
1440	64413	159090
1441	64474	159083
1442	64523	159049
1443	64570	159012
1444	64615	158967
1445	64670	158948
1446	64723	158923
1447	64758	158855
1448	64822	158856
1449	64932	158971
1450	64976	158926
1451	65015	158868
1452	65060	158822
1453	65123	158822
1454	65175	158795
1455	65239	158797
1456	65285	158754
1457	65321	158690
1458	65362	158635
1459	65393	158556
1460	65428	158488
1461	65463	158420
1462	65525	158417
1463	65560	158347
1464	65622	158345
1465	65669	158306
1466	65705	158239
1467	65742	158176
1468	65774	158101
1469	65818	158054
1470	65875	158037
1471	65908	157965
1472	66012	158063
1473	66073	158057
1474	66124	158026
1475	66159	157958
1476	66201	157906
1477	66234	157833
1478	66278	157787
1479	66339	157780
1480	66419	157819
1481	66498	157854
1482	66540	157803
1483	66574	157733
1484	66624	157699
1485	66660	157633
1486	66703	157585
1487	66739	157519
1488	66786	157479
1489	66823	157416
1490	66872	157381
1491	66920	157342
1492	66954	157274
1493	67000	157231
1494	67098	157310
1495	67176	157343
1496	67224	157306
1497	67276	157278
1498	67327	157246
1499	67362	157178
1500	67402	157121
1501	67450	157086
1502	67496	157041
1503	67561	157044
1504	67600	156987
1505	67642	156933
1506	67681	156875
1507	67721	156818
1508	67755	156748
1509	67792	156685
1510	67842	156653
1511	67876	156582
1512	67909	156510
1513	67961	156482
1514	68010	156446
1515	68056	156403
1516	68108	156374
1517	68156	156337
1518	68266	156441
1519	68311	156396
1520	68344	156325
1521	68387	156276
1522	68435	156237
1523	68467	156164
1524	68505	156103
1525	68543	156041
1526	68576	155969
1527	68625	155935
1528	68664	155875
1529	68707	155827
1530	68744	155763
1531	68791	155722
1532	68832	155669
1533	68880	155632
1534	68925	155587
1535	68979	155564
1536	69015	155497
1537	69057	155447
1538	69095	155386
1539	69137	155334
1540	69181	155288
1541	69220	155230
1542	69300	155264
1543	69390	155319
1544	69444	155295
1545	69480	155229
1546	69527	155189
1547	69561	155119
1548	69626	155119
1549	69680	155094
1550	69727	155055
1551	69764	154991
1552	69806	154941
1553	69842	154876
1554	69876	154806
1555	69909	154734
1556	69963	154711
1557	70004	154656
1558	70040	154591
1559	70080	154536
1560	70126	154493
1561	70158	154421
1562	70195	154357
1563	70233	154297
1564	70280	154257
1565	70321	154205
1566	70473	154394
1567	70528	154371
1568	70562	154302
1569	70615	154275
1570	70648	154202
1571	70697	154166
1572	70738	154113
1573	70798	154101
1574	70832	154032
1575	70884	154002
1576	70918	153934
1577	70951	153863
1578	70984	153792
1579	71017	153722
1580	71065	153682
1581	71097	153609
1582	71136	153552
1583	71174	153493
1584	71205	153416
1585	71243	153358
1586	71279	153292
1587	71330	153262
1588	71364	153192
1589	71414	153158
1590	71470	153138
1591	71583	153239
1592	71619	153174
1593	71664	153130
1594	71712	153092
1595	71766	153066
1596	71806	153010
1597	71866	152996
1598	71900	152929
1599	71934	152860
1600	71970	152796
1601	72010	152741
1602	72046	152677
1603	72082	152612
1604	72115	152544
1605	72151	152479
1606	72186	152414
1607	72220	152346
1608	72255	152279
1609	72292	152218
1610	72326	152151
1611	72361	152084
1612	72396	152018
1613	72428	151946
1614	72462	151879
1615	72495	151809
1616	72531	151747
1617	72564	151677
1618	72669	151757
1619	72706	151696
1620	72740	151627
1621	72773	151559
1622	72806	151488
1623	72838	151418
1624	72886	151378
1625	72932	151337
1626	72970	151277
1627	73016	151234
1628	73062	151194
1629	73117	151169
1630	73156	151111
1631	73190	151044
1632	73230	150990
1633	73285	150966
1634	73329	150918
1635	73360	150847
1636	73401	150792
1637	73442	150740
1638	73486	150693
1639	73529	150646
1640	73559	150570
1641	73594	150504
1642	73641	150464
1643	73763	150578
1644	73801	150519
1645	73849	150481
1646	73885	150417
1647	73931	150375
1648	73969	150317
1649	74016	150275
1650	74070	150249
1651	74118	150211
1652	74149	150139
1653	74178	150061
1654	74218	150006
1655	74254	149943
1656	74297	149895
1657	74334	149834
1658	74365	149762
1659	74402	149700
1660	74447	149657
1661	74484	149595
1662	74515	149524
1663	74546	149451
1664	74578	149381
1665	74617	149323
