iter	MAPE	RMSE	R2	MAE
80	0.2385427364	499343.7864	0.9039516238	246827.7921
81	0.2386580877	498820.4607	0.9041528409	246578.9533
82	0.2385714967	496303.919	0.9051174964	245357.824
83	0.2377393107	495525.5626	0.9054148726	244834.5638
84	0.2372161863	494569.9403	0.9057793361	244491.6909
85	0.2371346601	493405.2915	0.9062225688	244028.4435
86	0.2366759513	492989.5451	0.9063805371	243903.4214
87	0.2369256414	492113.5881	0.9067129327	243452.1386
88	0.2365746216	490014.978	0.9075068784	242451.6499
89	0.2347398419	488950.0022	0.907908482	242006.9531
90	0.2344741956	488535.4366	0.908064579	241749.3182
91	0.234272419	487224.6856	0.9085572466	241364.074
92	0.2340059763	485964.3926	0.9090297005	240865.0325
93	0.2332444373	485718.7344	0.9091216494	240663.668
94	0.2313623106	484824.2126	0.9094560726	239991.8216
95	0.2310651654	484423.433	0.9096057069	239735.7502
96	0.2306081503	481881.4318	0.9105519019	239238.3188
97	0.2305882156	481315.6025	0.91076184	239089.6833
98	0.2302298772	479686.8878	0.9113647608	238655.7021
99	0.2301435067	478790.335	0.9116957763	238489.6134
100	0.2300033205	478589.5848	0.9117698103	238274.1079
101	0.2300319981	478142.8309	0.9119344557	238199.4573
102	0.230029201	476389.7217	0.9125790559	237913.9514
103	0.2293488947	476090.3068	0.912688911	237709.3241
104	0.2288121844	474377.7739	0.9133159104	236796.3591
105	0.2282400842	472972.8495	0.9138285999	235987.5139
106	0.22826482	470928.8564	0.9145717849	235191.8123
107	0.228354888	470602.102	0.9146902927	234840.2728
108	0.2284793353	469771.5663	0.9149911423	234667.9147
109	0.2281906346	468314.8061	0.9155175493	234219.5441
110	0.2278329464	467288.0677	0.9158875837	233763.4309
111	0.2266040193	466551.6885	0.9161524731	233150.5433
112	0.2255954563	465930.2042	0.9163757076	232669.6044
113	0.2250962763	464383.3221	0.9169300489	232079.1924
114	0.2247483718	463671.1442	0.9171846456	231851.5622
115	0.2245026938	463075.7865	0.9173971803	231674.5025
116	0.2244448264	462861.9741	0.9174734418	231607.8094
117	0.2244937005	462140.1291	0.9177306456	231296.457
118	0.2245913186	461860.487	0.9178301782	231244.4171
119	0.2225830461	460592.0018	0.918280912	230271.4616
120	0.2227678759	460085.822	0.918460428	230173.9877
121	0.2223070298	459619.1806	0.918625747	229927.4487
122	0.221786022	459186.7723	0.9187787882	229545.6904
123	0.2219453214	457767.6512	0.9192800423	228878.2365
124	0.2213690406	457319.5712	0.9194379884	228510.5745
125	0.2206738141	456573.8151	0.9197005209	227976.0828
126	0.2205556619	455564.2501	0.9200552408	227807.8219
127	0.2198595076	454745.5743	0.9203423135	227401.0538
128	0.2197663246	453930.2159	0.9206277098	227159.9349
129	0.2189835335	453347.7647	0.9208312689	226761.5746
130	0.2189665382	452959.2484	0.920966905	226515.7483
131	0.2176166202	451838.8827	0.9213573881	225868.066
132	0.2172151915	451431.356	0.9214991843	225681.519
133	0.2162903241	450663.6274	0.9217659627	225453.5922
134	0.2159192626	450168.036	0.9219379348	225281.3569
135	0.2158816878	448768.996	0.9224223862	224807.6673
136	0.2160429113	448695.2737	0.9224478725	224765.666
137	0.2153024561	447907.9822	0.9227197833	224476.4949
138	0.2151935853	447219.1303	0.922957304	223878.0045
139	0.2150219636	446999.5721	0.9230329322	223719.8514
140	0.2146174882	445885.6913	0.9234160436	223385.8251
141	0.2144880391	445720.2596	0.9234728612	223249.8656
142	0.2145852468	445499.6724	0.9235485891	223173.8339
143	0.2142507639	444636.437	0.9238445787	222838.0604
144	0.2139583934	443183.7205	0.9243413958	222221.4512
145	0.2124586974	442322.6595	0.9246351042	221821.6812
146	0.2126180739	441612.8286	0.9248767984	221474.0955
147	0.212310885	440937.0666	0.9251065316	221365.7674
148	0.2124113501	440147.7818	0.9253744128	221036.3354
149	0.2127258882	439492.97	0.9255962899	220954.8188
150	0.2116925467	438810.9809	0.9258270247	220708.5501
151	0.2119081821	438079.8165	0.9260739987	220471.2646
152	0.211647159	437739.3642	0.9261888567	220332.169
153	0.2117218496	437672.2062	0.9262115032	220287.4526
154	0.2119272034	436817.5074	0.9264994144	219947.266
155	0.2113424002	436221.5367	0.9266998382	219469.211
156	0.2102673448	435632.9271	0.9268975179	219233.0745
157	0.2101726224	435004.1173	0.9271084036	219074.7641
158	0.2097696874	434489.9978	0.927280599	218863.9702
159	0.2100688264	433908.3377	0.9274751703	218813.602
160	0.2101833645	433541.6228	0.9275977064	218659.2726
161	0.2096587234	432954.7469	0.9277935925	218393.342
162	0.2092114859	432564.8633	0.9279235803	218296.5192
163	0.2089356637	432145.1376	0.9280633866	217996.1235
164	0.2088772905	431866.8761	0.9281559979	217820.3298
165	0.2091048461	431301.802	0.9283438827	217653.2889
166	0.2086466159	430493.6085	0.9286121763	217406.1756
167	0.2079774217	430043.0387	0.9287615321	216976.3779
168	0.2072104938	429554.9608	0.9289231447	216810.943
169	0.20675479	429061.8552	0.9290862357	216644.9046
170	0.2066169123	427627.2335	0.9295596609	216025.9402
171	0.2067319509	427011.769	0.9297622782	215810.6716
172	0.206713083	426281.4552	0.9300023265	215505.6015
173	0.2069374332	426232.6597	0.9300183505	215490.3715
174	0.2066509722	426114.7525	0.9300570627	215419.9305
175	0.2065914904	424882.8234	0.9304608984	215037.9616
176	0.2066026656	424697.9824	0.9305213898	214884.2863
177	0.2053995456	424404.2258	0.930617471	214601.436
178	0.2050088022	423470.7722	0.9309223414	214218.4832
179	0.2047763793	422725.252	0.9311653497	213882.668
180	0.2043211515	421983.8978	0.9314065755	213649.0175
181	0.2042375951	421289.7276	0.9316320644	213388.4226
182	0.2039414036	420709.6639	0.9318202031	213012.7279
183	0.2037257724	419872.4037	0.9320913043	212710.9968
184	0.2037534857	419130.7378	0.9323310013	212514.5928
185	0.203932663	418645.2592	0.9324876723	212219.535
186	0.2033150744	418552.6416	0.9325175407	212103.2392
187	0.202962708	417445.1834	0.9328741751	211689.2057
188	0.2031700528	417405.6442	0.9328868905	211666.9121
189	0.2029039604	416892.0461	0.9330519479	211482.4692
190	0.2031300721	416546.0857	0.9331630163	211389.8461
191	0.2030282631	416380.5653	0.933216123	211355.8927
192	0.203138938	415577.8087	0.9334733853	211058.2827
193	0.2028260315	414866.4114	0.9337009545	210776.0056
194	0.2021881312	414162.5733	0.9339257218	210575.8321
195	0.2023074258	413514.044	0.9341324887	210396.1489
196	0.2020753978	413422.7756	0.9341615613	210316.6863
197	0.201538818	412910.8835	0.9343245001	210023.0604
198	0.2017253252	412684.6772	0.9343964388	209981.7071
199	0.2017718828	412095.1278	0.9345837437	209837.0943
200	0.201979949	412056.1169	0.9345961283	209817.3709
201	0.2018389617	411064.6641	0.9349104876	209478.4236
202	0.2017189812	410680.1533	0.9350322004	209230.6814
203	0.2013083725	410509.4729	0.935086191	209159.9319
204	0.2012032255	410298.6342	0.9351528537	209052.9582
205	0.2008312387	409972.3115	0.9352559624	208823.7618
206	0.2009031662	409370.1606	0.9354460096	208575.6753
207	0.2005519032	408833.5211	0.9356151451	208160.3668
208	0.2007983408	408565.0245	0.9356996853	208062.7329
209	0.2004015865	408151.44	0.9358298	207969.0543
210	0.200400527	407414.159	0.9360614235	207734.8516
211	0.2000583668	407029.3289	0.9361821551	207457.2261
212	0.1991459717	406519.4829	0.9363419317	207157.472
213	0.1986458466	405888.4858	0.9365393977	206861.7226
214	0.1985303062	405743.4766	0.9365847339	206831.1711
215	0.1986180405	405704.0873	0.936597046	206810.045
216	0.197982354	405289.0177	0.9367267128	206553.418
217	0.1980779738	405253.642	0.9367377579	206536.8537
218	0.1978602025	404701.7228	0.9369099556	206151.6013
219	0.1975600761	404502.9109	0.936971927	205994.6823
220	0.1973297211	404189.8317	0.9370694548	205823.8054
221	0.1971280301	403657.7401	0.9372350343	205666.4384
222	0.1969147523	403363.2947	0.9373265679	205570.6258
223	0.1968531975	402427.4039	0.9376170626	205268.7531
224	0.1968949214	402285.0381	0.9376611929	205166.8137
225	0.1964743689	401765.2231	0.9378221917	204900.8228
226	0.1962485093	401229.3727	0.9379879392	204643.4506
227	0.1960758848	400553.6064	0.9381966496	204434.7474
228	0.1960950892	399489.7918	0.9385244958	203939.0878
229	0.1958632452	398848.2304	0.9387217907	203742.2297
230	0.1954843242	397952.6445	0.9389966736	203400.7444
231	0.195322841	397779.0546	0.9390498822	203345.8797
232	0.1953580733	397142.9992	0.9392446469	203129.9042
233	0.1950627481	396930.4443	0.9393096632	203047.5619
234	0.1950711141	396522.5353	0.9394343371	202916.8244
235	0.1950935661	395890.2764	0.9396273281	202513.442
236	0.1950051386	395667.309	0.9396953133	202466.2873
237	0.1950152008	395562.7264	0.9397271885	202427.2588
238	0.1950012292	395534.1785	0.939735888	202410.8332
239	0.1947707738	395366.4746	0.9397869804	202273.1074
240	0.1948096092	395339.5292	0.9397951875	202245.6068
241	0.1944720897	395221.3056	0.9398311898	202175.4098
242	0.1943351863	394684.1212	0.9399946414	202013.862
243	0.1944459579	394422.7882	0.9400740781	201976.2874
244	0.1943390875	393724.3387	0.9402861255	201700.6321
245	0.1938155429	393073.5303	0.940483371	201514.5011
246	0.1933986536	392905.4919	0.9405342466	201432.3963
247	0.1934252777	392863.6887	0.9405468997	201422.9739
248	0.1932758434	392794.3022	0.9405678987	201389.6377
249	0.1934256209	392374.7276	0.9406947991	201196.3823
250	0.1932409005	392114.0233	0.9407735809	201031.858
251	0.1933191561	392050.483	0.9407927741	200992.3941
252	0.1932088508	392024.9873	0.9408004745	200965.3113
253	0.1932737244	392000.532	0.9408078603	200948.7714
254	0.1931799669	391991.8597	0.9408104793	200940.3107
255	0.1931969975	391936.231	0.9408272776	200911.2815
256	0.1930474631	391648.1424	0.9409142342	200712.0793
257	0.1930024731	391157.2294	0.941062264	200438.3674
258	0.1928309346	390917.2329	0.9411345649	200341.8954
259	0.1927179623	390569.7472	0.9412391691	200278.5731
260	0.1925583963	389933.5222	0.9414304521	200136.1602
261	0.1925781914	389703.8239	0.9414994349	199989.6239
262	0.1925676893	389691.7392	0.9415030631	199983.407
263	0.1924149324	389668.493	0.9415100419	199966.3726
264	0.1922538768	389498.7953	0.9415609746	199938.7242
265	0.191484253	388285.9112	0.9419243617	199467.9424
266	0.1915206095	387814.342	0.9420653405	199255.1244
267	0.1914556303	387652.8269	0.9421135872	199211.0455
268	0.1913084299	386915.0451	0.9423337167	198861.4251
269	0.1913080009	386789.2545	0.9423712065	198840.8052
270	0.191270254	386549.8712	0.9424425172	198794.1455
271	0.1914077814	385950.9956	0.9426207248	198520.3756
272	0.1913627921	385676.4556	0.9427023274	198389.6215
273	0.1913401825	385452.6497	0.9427688072	198261.8967
274	0.1912788616	385122.8673	0.9428666961	198223.0383
275	0.1907969305	384433.1518	0.9430711526	198058.9781
276	0.1908197314	384399.6396	0.9430810775	198050.4785
277	0.1908181903	384184.9072	0.9431446515	198020.7998
278	0.1902965056	383883.0414	0.9432339624	197708.8102
279	0.1899130881	383810.0954	0.9432555339	197657.1109
280	0.1899338909	383789.1731	0.9432617202	197634.9026
281	0.1898187367	383731.5288	0.9432787629	197598.53
282	0.1894338892	383195.6083	0.9434370863	197334.2633
283	0.1893537293	382670.4288	0.9435920219	197084.6846
284	0.1893533505	382430.2724	0.9436628008	197007.166
285	0.1891864298	381592.778	0.9439092793	196684.662
286	0.1890361097	381254.0366	0.944008819	196513.5385
287	0.1889950065	380800.342	0.9441419994	196419.6688
288	0.189006144	380748.1502	0.94415731	196403.1833
289	0.1888396493	380692.0642	0.9441737605	196371.7784
290	0.1884943164	380009.1782	0.9443738633	196103.7256
291	0.1885140878	379880.7156	0.9444114659	196082.8284
292	0.1885532576	379625.5548	0.944486117	196040.359
293	0.1883743815	379175.6558	0.9446176194	195769.3371
294	0.1883041648	378296.8075	0.944874051	195468.0719
295	0.1880768885	378140.7136	0.944919534	195373.4979
296	0.1879801549	377875.6566	0.9449967241	195206.9949
297	0.1880271869	377855.686	0.9450025377	195188.6656
298	0.1878370221	377372.894	0.9451429901	194923.2047
299	0.1878464634	377197.5095	0.945193968	194864.7013
300	0.1868990287	377026.4609	0.9452436628	194723.4092
301	0.1869126918	376223.1906	0.9454767355	194375.8957
302	0.1867097674	375677.3973	0.9456348163	194196.7099
303	0.1867571402	375517.8674	0.9456809784	194087.0486
304	0.1865754973	375361.1541	0.9457263064	193961.0199
305	0.1864722278	374773.1502	0.9458962129	193765.4821
306	0.1862292973	374599.8254	0.9459462451	193658.3448
307	0.1861983468	374043.8921	0.9461065655	193566.3899
308	0.186197201	373832.358	0.9461675052	193434.9128
309	0.1862146793	373790.1992	0.9461796464	193416.8349
310	0.1860795638	373422.9114	0.9462853627	193290.9647
311	0.1858214408	373311.1529	0.9463175094	193178.0491
312	0.1858116824	373113.047	0.9463744699	193157.2167
313	0.185830965	372781.0328	0.9464698647	193072.513
314	0.1856302357	372045.7412	0.9466808274	192850.4325
315	0.185550522	371781.8228	0.9467564467	192750.4164
316	0.18548399	371759.1399	0.9467629434	192737.1682
317	0.1852711975	371453.3749	0.9468504804	192576.9654
318	0.1853330531	371142.0985	0.9469395212	192417.8154
319	0.1852652172	370965.2752	0.9469900684	192304.6279
320	0.1852547385	370657.6446	0.9470779511	192228.2227
321	0.1852447522	370347.2475	0.9471665502	192119.6099
322	0.1852355571	370157.9799	0.9472205379	192100.7448
323	0.1849730753	369602.8229	0.9473787348	191829.5401
324	0.1849191532	369592.4227	0.9473816962	191818.7821
325	0.1848759976	369243.3761	0.9474810357	191599.9685
326	0.1848490058	369183.8515	0.9474979672	191570.6022
327	0.1849214278	368793.894	0.9476088211	191459.3026
328	0.1846811411	368641.1871	0.9476521995	191406.389
329	0.1844990808	368288.0847	0.947752434	191309.3639
330	0.184372937	367849.0072	0.9478769401	191184.4152
331	0.1837403315	367682.2125	0.947924198	191058.7379
332	0.1834700431	367173.0821	0.9480683171	190764.4203
333	0.1834485152	366735.9032	0.9481919096	190550.8117
334	0.1834783679	366508.9699	0.9482560066	190527.6058
335	0.1834646119	366279.2326	0.9483208552	190470.584
336	0.1834875984	366016.5035	0.9483949667	190440.4849
337	0.1831945822	365728.3236	0.9484761962	190227.14
338	0.1829717765	365299.5082	0.9485969485	189945.5341
339	0.1829326801	365254.4269	0.9486096349	189911.1936
340	0.1825987109	365084.8945	0.9486573294	189786.4124
341	0.1824213545	364804.5373	0.9487361536	189653.4487
342	0.1824025608	364591.377	0.9487960444	189618.7939
343	0.1825512225	364289.9388	0.9488806786	189531.3896
344	0.1823540798	363567.5325	0.9490832222	189205.1866
345	0.1822971836	363353.461	0.949143165	189116.5944
346	0.1820645139	363258.2141	0.949169824	189062.3889
347	0.1819343552	363013.8498	0.949238188	188919.0375
348	0.1818727224	362802.1599	0.9492973738	188855.7303
349	0.1817851085	362397.3204	0.9494104656	188621.4025
350	0.1816859272	362340.1857	0.949426416	188590.9592
351	0.1814036507	361871.4136	0.949557189	188426.8031
352	0.1813428052	361636.5953	0.9496226324	188359.3658
353	0.1811752997	361461.6254	0.9496713686	188176.6563
354	0.1809691548	361180.2031	0.9497497065	187947.362
355	0.1809705153	361033.1689	0.9497906114	187927.025
356	0.1808981531	360177.4091	0.9500283527	187660.7125
357	0.1808443224	359980.4468	0.9500829915	187576.1162
358	0.1807660336	359557.1093	0.9502003274	187330.5992
359	0.1806563732	359389.4497	0.9502467593	187290.2345
360	0.1803900169	359293.1871	0.9502734086	187197.6465
361	0.1802121629	359128.9583	0.9503188571	187048.6292
362	0.1802468641	358806.6284	0.9504079979	186923.5085
363	0.180293635	358472.0872	0.9505004312	186790.7831
364	0.1802627254	358378.5571	0.950526258	186741.9056
365	0.1802562011	358339.8404	0.950536947	186736.8373
366	0.1802479559	357906.078	0.9506566224	186614.1245
367	0.1802474307	357666.2215	0.9507227368	186411.9797
368	0.1803353556	357000.5476	0.9509059918	186200.1164
369	0.1796131588	356863.1071	0.9509437856	186106.4947
370	0.1796275693	356429.5431	0.951062913	185974.5894
371	0.179599527	356297.9181	0.95109905	185907.5697
372	0.1795094131	356082.3188	0.951158213	185856.4405
373	0.1795267037	355895.0593	0.9512095701	185703.246
374	0.1796114003	355537.5409	0.9513075468	185631.16
375	0.1793275892	355366.1401	0.9513544837	185512.9882
376	0.1791898802	354766.9478	0.9515183904	185240.7919
377	0.1789791053	354537.7274	0.9515810196	185174.706
378	0.1789854523	354201.3464	0.9516728547	185076.6674
379	0.1788174034	354092.8127	0.9517024668	185013.2876
380	0.1783832919	353660.1909	0.9518204121	184903.4707
381	0.1781239638	353405.5042	0.9518897797	184778.3529
382	0.1781397267	353147.0121	0.9519601327	184705.2925
383	0.1780847423	352951.7717	0.9520132365	184648.2136
384	0.1779400962	352504.1277	0.9521348813	184308.4959
385	0.1777992234	352112.4194	0.9522411992	184118.9163
386	0.1778097141	351941.7075	0.952287497	184090.9321
387	0.1777688295	351865.2263	0.9523082318	184049.993
388	0.1777177624	351300.4451	0.9524612096	183888.7106
389	0.1775950797	351158.4873	0.952499622	183827.2511
390	0.1776796063	351006.634	0.9525406948	183804.9966
391	0.1776241257	350976.5754	0.9525488228	183779.3242
392	0.1774587523	350687.8016	0.9526268737	183673.9973
393	0.1774313606	350433.9788	0.9526954249	183607.2387
394	0.1773303628	350131.4121	0.9527770757	183441.8229
395	0.1774100148	350002.1686	0.9528119319	183423.6717
396	0.1773664944	349912.368	0.9528361431	183375.8959
397	0.1773301616	349846.0806	0.9528540108	183340.4104
398	0.1772642107	349678.7821	0.952899091	183258.563
399	0.177277906	349260.4123	0.9530117304	183166.6193
400	0.1769497782	348977.3532	0.9530878631	183098.4184
401	0.1769289881	348952.3645	0.9530945812	183079.4131
402	0.1768361556	348647.8169	0.9531764188	182897.3506
403	0.17681182	348481.0213	0.9532212095	182854.1665
404	0.1764241543	348042.6842	0.953338817	182384.1004
405	0.1763865225	347783.6829	0.9534082384	182262.9417
406	0.1762933134	347589.9177	0.9534601405	182135.5273
407	0.1762844201	347277.313	0.953543814	182041.2972
408	0.1756300888	347162.2123	0.9535746035	181960.1887
409	0.1756080874	347109.6088	0.9535886716	181946.7676
410	0.1757266068	346981.8213	0.9536228378	181884.9687
411	0.1756338542	346608.9023	0.953722472	181741.1545
412	0.175562559	346275.2095	0.9538115351	181501.4199
413	0.1755313803	346269.0697	0.9538131731	181498.5561
414	0.1753612274	346082.8946	0.9538628254	181426.2844
415	0.1751856715	345858.4295	0.9539226539	181298.4332
416	0.1751846871	345513.9177	0.9540144041	181197.7034
417	0.1751818211	345363.1793	0.9540545199	181163.3403
418	0.175172852	345292.118	0.9540734253	181126.8278
419	0.1750237938	344959.6514	0.9541618241	180926.5254
420	0.1748907869	344919.2674	0.9541725559	180896.3507
421	0.1747960709	344850.2063	0.9541909055	180867.7265
422	0.1747579998	344650.3897	0.9542439765	180762.597
423	0.1746545527	344031.4807	0.9544081625	180528.4692
424	0.1746507384	343862.7163	0.9544528816	180442.933
425	0.1743814652	343724.4701	0.9544894977	180345.112
426	0.1743426365	343474.5928	0.9545556432	180300.4336
427	0.1741428814	343315.9253	0.9545976194	180194.942
428	0.1740393487	343281.6593	0.954606682	180170.2391
429	0.173882659	342888.722	0.9547105415	179999.5648
430	0.1738615334	342628.2068	0.9547793341	179883.087
431	0.1738499861	342505.6836	0.95481167	179852.4548
432	0.1738530114	342445.3053	0.9548276005	179837.2543
433	0.1739586173	342126.3851	0.9549116997	179777.2429
434	0.1738256226	341778.5785	0.9550033269	179689.3304
435	0.1739207951	341695.7302	0.9550251389	179634.719
436	0.1739895682	341546.8258	0.9550643287	179586.6226
437	0.1740153003	341378.7357	0.9551085475	179518.7986
438	0.1736611316	341084.6076	0.9551858701	179410.604
439	0.1735414241	340655.2457	0.9552986243	179245.4985
440	0.1734554574	340616.8485	0.9553087008	179207.9331
441	0.1734731079	340463.5863	0.95534891	179167.998
442	0.1733832037	340192.5768	0.9554199663	179029.4579
443	0.1734270555	340099.083	0.9554444665	178977.5447
444	0.1732806912	339887.6176	0.9554998563	178769.8134
445	0.1733661303	339503.4186	0.9556004028	178694.6262
446	0.1729840344	339331.388	0.9556453871	178611.3156
447	0.172504674	339229.6421	0.9556719819	178534.1576
448	0.1723944308	338689.1386	0.9558131273	178406.9326
449	0.1724103113	338118.9663	0.9559617764	178172.1245
450	0.1722983593	337876.0541	0.9560250298	177989.3013
451	0.1723866488	337504.0044	0.9561218219	177902.9172
452	0.1721803004	337323.6459	0.9561687054	177798.8993
453	0.1721141077	337290.521	0.9561773134	177767.0066
454	0.1720711889	337109.0237	0.956224463	177633.6322
455	0.1720027556	337059.8704	0.9562372277	177614.4042
456	0.1721002709	336795.4358	0.9563058675	177572.7947
457	0.1718994299	336651.9676	0.9563430852	177471.5665
458	0.1719017691	336602.3264	0.9563559592	177477.9725
459	0.1719884407	336532.4407	0.9563740801	177438.4848
460	0.1720007618	336329.4425	0.9564266951	177383.8555
461	0.1719189781	336147.4495	0.9564738387	177278.7753
462	0.1716903002	335992.148	0.9565140479	177204.6794
463	0.1715373569	335873.3564	0.9565447918	177164.4133
464	0.1715642843	335806.379	0.9565621211	177132.6218
465	0.171554073	335734.0232	0.9565808381	177119.4671
466	0.1716032613	335402.5954	0.9566665203	177042.8566
467	0.1715847278	335365.7283	0.9566760461	177028.9257
468	0.1714855857	335326.6871	0.9566861325	177002.2929
469	0.1714601171	335166.5589	0.9567274899	176928.8143
470	0.1714067363	334806.7032	0.9568203602	176839.8091
471	0.1713698156	334742.1768	0.9568370023	176798.1029
472	0.1711764636	334574.691	0.9568801841	176719.6537
473	0.1711626093	334391.5938	0.9569273661	176643.0622
474	0.1710892589	333913.2906	0.9570504975	176476.5071
475	0.171082268	333656.4629	0.9571165409	176436.9414
476	0.1709050008	332904.0421	0.9573097337	176179.2286
477	0.170945849	332738.4876	0.9573521833	176162.1949
478	0.1706099456	332641.5425	0.957377031	176090.5462
479	0.1705916668	332245.9576	0.9574783471	176047.8725
480	0.1705832918	331780.6481	0.9575973666	175893.6847
481	0.1706405901	331694.1389	0.957619476	175860.8727
482	0.1705697527	331628.8318	0.957636163	175813.5499
483	0.1706031511	331399.3059	0.9576947841	175787.5298
484	0.17056151	331291.2813	0.9577223597	175730.6872
485	0.1704966775	331208.977	0.9577433635	175702.8313
486	0.1704045965	331001.548	0.9577962758	175662.6332
487	0.1704021877	330943.0851	0.9578111829	175644.3446
488	0.1703068553	330901.0963	0.9578218877	175621.517
489	0.1702450754	330263.0648	0.9579843835	175465.7285
490	0.170195799	330101.4	0.958025507	175406.8892
491	0.1701370063	329939.4908	0.9580666725	175342.7361
492	0.1701628438	329596.0139	0.9581539347	175235.0217
493	0.1700343004	329535.2622	0.9581693596	175190.8944
494	0.1700332925	329301.2028	0.9582287607	175122.2
495	0.1699509863	329120.7259	0.9582745344	175048.813
496	0.1699332844	329096.0359	0.9582807945	175038.3223
497	0.1698638731	328569.2191	0.9584142558	174854.2259
498	0.1698409714	328497.4383	0.9584324239	174779.6001
499	0.1698201533	328122.4653	0.9585272668	174707.146
500	0.1697113906	328026.7576	0.958551457	174676.938
501	0.1696690304	327554.9891	0.9586705939	174559.355
502	0.16952919	327421.1743	0.9587043553	174430.1039
503	0.1695429413	326980.1803	0.9588155202	174351.9862
504	0.169185164	326887.3719	0.9588388961	174300.0114
505	0.1692034659	326824.0865	0.9588548321	174263.0656
