iter	MAPE	RMSE	R2	MAE
852	0.1517275536	267392.6298	0.972458373	151101.245
853	0.1516717366	267338.7114	0.9724694792	151070.5006
854	0.1516109175	267281.6638	0.9724812274	151032.5226
855	0.1516163984	267270.634	0.9724834986	151024.0792
856	0.1514618977	266962.0893	0.9725469936	150846.7167
857	0.1514468556	266804.8303	0.9725793275	150791.0962
858	0.1514449616	266787.2925	0.9725829322	150779.0363
859	0.1513446276	266745.8583	0.9725914477	150746.46
860	0.1513187899	266638.9228	0.9726134189	150704.4404
861	0.1512154	266483.5339	0.9726453297	150570.0848
862	0.151123173	266387.4795	0.9726650462	150516.8979
863	0.1510966874	266329.6357	0.972676916	150487.5719
864	0.1510677975	266175.2664	0.9727085807	150442.6741
865	0.1510439259	265977.0164	0.9727492194	150391.6977
866	0.151000886	265929.226	0.9727590113	150368.3025
867	0.1509273417	265801.4913	0.9727851745	150303.614
868	0.1509104813	265751.2117	0.9727954696	150274.2876
869	0.1509230261	265525.6651	0.9728416277	150209.3049
870	0.1509144295	265483.9675	0.9728501568	150190.6031
871	0.1508811542	265444.1607	0.9728582979	150173.0879
872	0.1508344306	265404.7719	0.9728663524	150148.3758
873	0.1509361228	265351.395	0.9728772652	150141.4181
874	0.1509002611	265299.8352	0.9728878045	150109.9396
875	0.1508357988	265235.7203	0.9729009073	150077.588
876	0.1508219553	265031.773	0.9729425658	150031.8875
877	0.1508089126	264963.2153	0.9729565623	150000.335
878	0.1506851638	264712.1903	0.9730077797	149878.0952
879	0.1506592957	264664.0659	0.9730175931	149851.8532
880	0.1506297995	264586.9893	0.9730333067	149807.7809
881	0.1506424644	264504.3417	0.9730501509	149751.1537
882	0.1506128007	264469.096	0.9730573327	149724.1495
883	0.150590279	264436.7981	0.973063913	149709.9116
884	0.1506167104	264323.5152	0.9730869865	149658.1561
885	0.1505563874	264252.0167	0.9731015443	149609.1217
886	0.1504868201	264164.4014	0.9731193782	149550.5272
887	0.1503887474	264056.2203	0.9731413901	149479.9115
888	0.1503873004	263996.4909	0.9731535395	149449.6225
889	0.1502359185	263831.0245	0.9731871824	149336.0666
890	0.1502375131	263754.0266	0.9732028305	149300.2291
891	0.1502140119	263735.1667	0.9732066626	149288.8644
892	0.1502384298	263718.0625	0.9732101378	149282.0379
893	0.1502700381	263666.3706	0.9732206391	149275.6568
894	0.1502653564	263490.0883	0.9732564354	149218.765
895	0.1502360804	263413.8414	0.9732719109	149185.3164
896	0.1501489058	263259.8843	0.9733031452	149051.2878
897	0.1501517848	263249.2584	0.9733053003	149042.3663
898	0.1501575437	263221.4971	0.9733109303	149033.7042
899	0.1501282752	263152.186	0.9733249839	149005.4705
900	0.1500969372	263097.0856	0.9733361534	148985.2977
901	0.1500827185	262954.0652	0.9733651347	148905.575
902	0.1500766076	262912.7588	0.9733735019	148881.18
903	0.1500265092	262846.1396	0.9733869939	148859.6848
904	0.1499456382	262736.4411	0.9734092031	148771.8911
905	0.1499208767	262614.8056	0.9734338182	148740.1861
906	0.1498881586	262584.2475	0.9734400004	148726.2744
907	0.149872947	262555.9212	0.9734457304	148711.0871
908	0.149835908	262457.5465	0.9734656254	148669.9046
909	0.1497878966	262233.0239	0.9735110043	148567.3078
910	0.1496500544	261963.1941	0.973565489	148500.0315
911	0.1496181338	261939.8406	0.973570202	148491.5975
912	0.149616444	261879.5205	0.9735823732	148453.3212
913	0.1496032425	261809.6949	0.9735964589	148422.9903
914	0.1496128584	261733.1773	0.9736118903	148397.7616
915	0.1495949717	261603.3268	0.973638067	148353.4417
916	0.1495176883	261489.6746	0.9736609676	148311.4388
917	0.1495089872	261307.6781	0.9736976188	148273.895
918	0.1494763523	261247.5382	0.9737097243	148253.5475
919	0.149444428	261206.9521	0.9737178923	148234.2776
920	0.1494245222	261167.7151	0.9737257877	148216.4771
921	0.1494156831	261132.5085	0.9737328709	148197.0434
922	0.1493671095	261003.3133	0.9737588558	148166.6457
923	0.1492795448	260938.755	0.9737718355	148135.6574
924	0.1492508396	260888.3128	0.9737819749	148121.7082
925	0.1492598531	260771.8699	0.9738053736	148068.8015
926	0.149200284	260684.7253	0.9738228781	148012.7038
927	0.1491827611	260582.9257	0.9738433188	147959.7159
928	0.149152237	260480.1854	0.9738639404	147897.8543
929	0.1491311871	260236.4048	0.9739128385	147839.4516
930	0.1491241345	260184.3219	0.9739232794	147804.3317
931	0.1490911397	260160.0172	0.973928151	147793.2685
932	0.1490495879	260012.9273	0.9739576238	147714.416
933	0.1490161578	259996.3602	0.9739609424	147700.0001
934	0.1489288568	259899.8434	0.9739802714	147648.6561
935	0.1488977097	259833.1944	0.9739936148	147619.4399
936	0.1489280506	259719.5216	0.9740163645	147594.0509
937	0.148912385	259678.3764	0.9740245966	147580.3219
938	0.1488498245	259612.8437	0.9740377053	147531.842
939	0.1488563199	259579.8353	0.9740443068	147524.228
940	0.1488480929	259541.6763	0.9740519374	147500.8805
941	0.1488170388	259270.6006	0.9741061115	147437.7175
942	0.1488325578	259225.1148	0.9741151962	147428.47
943	0.1488247873	259011.3214	0.9741578751	147370.5057
944	0.1488300293	258993.3435	0.9741614623	147358.3173
945	0.1488320996	258773.4705	0.9742053151	147317.7551
946	0.1487671319	258730.8814	0.974213805	147279.0015
947	0.1487624688	258546.2234	0.9742505994	147210.6594
948	0.1487532949	258363.5263	0.9742869773	147114.1343
949	0.1486178522	258241.5135	0.9743112576	147057.0611
950	0.1485668781	258150.8771	0.9743292867	147020.2883
951	0.148564301	258127.7813	0.9743338798	147011.9759
952	0.1485088165	258094.7454	0.974340449	146998.7956
953	0.1485107314	258011.3907	0.9743570204	146979.3152
954	0.1484873348	257945.8794	0.9743700407	146939.3439
955	0.1485402466	257851.0156	0.9743888889	146884.6855
956	0.1484836191	257614.4386	0.9744358635	146784.8184
957	0.1484642361	257484.9621	0.974461554	146717.5807
958	0.1483593866	257361.789	0.9744859818	146658.4311
959	0.1483384595	257218.6352	0.9745143575	146596.5564
960	0.1483567405	257161.6449	0.9745256497	146561.1331
961	0.1483148965	257113.1612	0.9745352543	146531.6213
962	0.1482743868	256749.1161	0.9746073141	146416.7569
963	0.1481951463	256686.9201	0.9746196151	146385.2432
964	0.1481874136	256596.23	0.9746375462	146346.4942
965	0.1482087271	256504.6326	0.9746556503	146330.6232
966	0.1481993613	256411.2369	0.9746741031	146280.3726
967	0.1482223762	256338.4548	0.9746884786	146256.3522
968	0.1480789563	256211.3163	0.9747135803	146214.9175
969	0.1480171445	256080.7335	0.9747393491	146152.136
970	0.1479346986	256011.188	0.9747530676	146119.1159
971	0.1479174486	255989.1561	0.9747574129	146105.5775
972	0.1479060598	255920.4389	0.9747709632	146057.9709
973	0.1478966741	255665.6144	0.9748211802	146001.442
974	0.1478105209	255496.4201	0.9748544948	145929.8951
975	0.1477257032	255454.6581	0.9748627144	145904.435
976	0.1476344216	255397.9982	0.9748738641	145862.8832
977	0.1476156862	255350.8608	0.974883138	145835.6256
978	0.1474836653	255267.8112	0.9748994732	145802.3158
979	0.1474795846	255101.0125	0.9749322652	145775.241
980	0.1474163035	255031.7101	0.9749458835	145738.1594
981	0.1473910655	254880.2476	0.9749756338	145667.7349
982	0.1473610477	254832.0662	0.9749850939	145641.1827
983	0.1473547113	254804.502	0.9749905051	145613.2637
984	0.1473070747	254763.5091	0.9749985515	145561.1463
985	0.1472935818	254650.3034	0.9750207656	145527.4081
986	0.1472832733	254645.1131	0.9750217839	145525.1889
987	0.1472279161	254591.425	0.9750323153	145484.6403
988	0.1472264845	254442.6865	0.9750614803	145461.1461
989	0.1471404927	254379.1157	0.9750739402	145416.3551
990	0.1471081671	254306.2674	0.9750882146	145368.2109
991	0.1470981961	254119.5704	0.9751247788	145316.0691
992	0.147065219	253975.9971	0.975152879	145244.1807
993	0.1470753699	253769.1746	0.9751933305	145191.8173
994	0.1470974227	253721.8025	0.9752025911	145183.7486
995	0.1470454655	253663.5143	0.9752139834	145134.1173
996	0.1470387191	253531.2755	0.9752398193	145111.7641
997	0.1470346594	253451.7412	0.9752553517	145077.4275
998	0.1469015564	253335.3391	0.9752780753	144985.6358
999	0.1468709254	253251.4474	0.9752944459	144972.2813
1000	0.1467657113	253067.5888	0.975330305	144928.2086
1001	0.1467197611	252984.7216	0.9753464585	144879.5776
1002	0.1467014315	252944.8956	0.9753542201	144855.3412
1003	0.1467158114	252926.0875	0.9753578851	144848.7778
1004	0.1466985522	252853.4298	0.9753720408	144815.4494
1005	0.1466629175	252814.4842	0.9753796269	144788.6225
1006	0.1465971303	252736.3109	0.9753948504	144743.1218
1007	0.1465725477	252683.6329	0.9754051062	144700.6102
1008	0.1465992059	252656.9135	0.9754103074	144683.4485
1009	0.1465418289	252484.5762	0.9754438412	144612.2422
1010	0.1465643255	252350.8028	0.9754698554	144576.615
1011	0.146548535	252319.2364	0.9754759919	144566.2009
1012	0.1465316815	252259.311	0.9754876394	144542.9036
1013	0.14652771	252216.7513	0.9754959098	144536.1903
1014	0.1465267003	252206.0955	0.9754979803	144525.9167
1015	0.1464421587	252030.4937	0.9755320882	144430.2743
1016	0.1464033088	251997.5006	0.9755384939	144420.5205
1017	0.1464568487	251911.1966	0.9755552462	144382.1094
1018	0.1464086495	251870.7673	0.9755630918	144360.5319
1019	0.1463530718	251835.5442	0.9755699261	144329.1439
1020	0.1463631015	251716.6725	0.9755929837	144275.0076
1021	0.1463232263	251658.618	0.9756042406	144252.1483
1022	0.1463255073	251598.5939	0.9756158767	144247.1259
1023	0.1462601821	251432.1015	0.9756481378	144169.2959
1024	0.1462269877	251376.8504	0.9756588391	144135.989
1025	0.1462284698	251266.571	0.9756801914	144106.842
1026	0.1461846572	251209.3188	0.9756912729	144081.7967
1027	0.1461889458	251067.7966	0.9757186545	144035.8678
1028	0.1461892026	250878.8944	0.9757551791	144003.0216
1029	0.1461203665	250739.9413	0.9757820284	143949.3257
1030	0.1461031519	250720.2666	0.9757858288	143934.004
1031	0.1460915433	250288.8124	0.9758690954	143817.5576
1032	0.1460535438	250175.4815	0.9758909435	143784.7094
1033	0.1460730376	250157.6397	0.9758943821	143777.0261
1034	0.1460914917	250119.347	0.9759017615	143764.4134
1035	0.1460380442	250098.7854	0.9759057234	143748.4265
1036	0.1460310192	249999.7186	0.9759248076	143718.7039
1037	0.1459863748	249842.4033	0.9759550973	143673.5251
1038	0.1459493468	249697.107	0.9759830559	143593.5786
1039	0.145935668	249528.9059	0.9760154016	143529.7226
1040	0.1459031916	249406.3746	0.9760389511	143495.7255
1041	0.1459301897	249349.403	0.9760498966	143465.4862
1042	0.145910053	249315.8573	0.9760563404	143446.676
1043	0.1458182953	249160.9811	0.9760860789	143366.1312
1044	0.1458360669	248962.7345	0.9761241183	143315.8625
1045	0.1458400933	248944.7908	0.9761275599	143312.3065
1046	0.1457748908	248667.5923	0.9761806939	143236.3512
1047	0.1457181093	248595.0962	0.9761945804	143175.7588
1048	0.1457144734	248557.6326	0.9762017548	143153.257
1049	0.1457003851	248539.2533	0.9762052742	143137.5914
1050	0.1456594929	248488.9424	0.9762149066	143095.2863
1051	0.1455901327	248456.4458	0.9762211272	143065.299
1052	0.1455766433	248406.4658	0.9762306931	143035.9422
1053	0.1455528321	248297.7841	0.9762514874	143004.4532
1054	0.1455291135	248179.8906	0.976274034	142968.3441
1055	0.1455120087	248138.9282	0.9762818653	142953.9824
1056	0.1455055287	248074.96	0.9762940924	142944.8638
1057	0.1454513367	248007.1149	0.9763070571	142923.2424
1058	0.1453814258	247864.188	0.9763343578	142826.4943
1059	0.1453561072	247817.7937	0.9763432163	142799.7154
1060	0.1453050385	247690.3959	0.9763675329	142753.6464
1061	0.1452364282	247612.5464	0.9763823861	142697.9779
1062	0.1452354158	247564.2741	0.9763915937	142663.6185
1063	0.1449266484	247454.7381	0.9764124804	142562.9525
1064	0.1448456788	247403.4394	0.976422259	142536.9563
1065	0.1447726422	247307.3822	0.9764405641	142493.8526
1066	0.1447526388	247173.1948	0.9764661236	142444.8746
1067	0.144759901	247009.1534	0.9764973507	142383.7716
1068	0.1447124663	246892.5367	0.9765195373	142359.1428
1069	0.1446739304	246711.2963	0.976553998	142290.2657
1070	0.1446720851	246631.633	0.9765691371	142273.6779
1071	0.1446502615	246531.4461	0.9765881694	142221.022
1072	0.1446318467	246501.7249	0.976593814	142198.9014
1073	0.1446566283	246408.2964	0.9766115534	142159.7126
1074	0.1446410243	246361.8418	0.9766203712	142138.4636
1075	0.1446360444	246277.6071	0.9766363562	142096.9731
1076	0.1445762574	246259.6168	0.9766397694	142085.3201
1077	0.1445768022	246249.4237	0.9766417032	142080.0471
1078	0.1446034912	246221.5732	0.9766469865	142056.3746
1079	0.1445652631	246140.3721	0.9766623871	142036.0751
1080	0.1445389217	246021.0514	0.9766850082	141987.9792
1081	0.1444953877	245941.076	0.976700164	141955.6991
1082	0.1444616555	245916.7638	0.9767047703	141945.9937
1083	0.1444485859	245798.335	0.976727202	141908.3403
1084	0.1444133701	245773.8884	0.9767318311	141886.1121
1085	0.1444142873	245711.8721	0.9767435722	141847.6136
1086	0.1443873112	245561.2024	0.9767720849	141761.6919
1087	0.1443127968	245469.488	0.9767894324	141715.7806
1088	0.1442894473	245421.2199	0.9767985596	141692.2077
1089	0.1443081694	245341.9843	0.9768135386	141650.7005
1090	0.1442849258	245314.7717	0.9768186819	141639.3147
1091	0.1442513906	245120.1301	0.9768554531	141552.3678
1092	0.1442309615	244868.9626	0.9769028599	141466.4163
1093	0.1442215005	244695.7304	0.9769355284	141403.3372
1094	0.1442041782	244646.8411	0.9769447439	141379.9072
1095	0.14421334	244533.356	0.9769661283	141334.0416
1096	0.1441434942	244467.3492	0.9769785617	141299.2578
1097	0.1441550726	244448.3085	0.9769821477	141290.9127
1098	0.1440991985	244382.3018	0.9769945767	141251.8597
1099	0.144079329	244344.62	0.9770016707	141240.8333
1100	0.1440576323	244186.228	0.9770314775	141158.9991
1101	0.1440103792	244087.6365	0.9770500211	141114.5878
1102	0.1439810069	244020.3832	0.9770626661	141094.8253
1103	0.1439850098	243946.6065	0.9770765337	141067.6746
1104	0.143939456	243833.305	0.9770978224	141018.2029
1105	0.1439334147	243780.2959	0.9771077792	140984.2957
1106	0.1438786043	243707.2328	0.9771214991	140950.9006
1107	0.1438566158	243570.3707	0.9771471883	140897.6548
1108	0.1438454343	243495.7929	0.9771611806	140870.4519
1109	0.1437794775	243440.4667	0.9771715581	140844.1139
1110	0.1437434141	243352.9838	0.9771879624	140807.3251
1111	0.1437055293	243296.4793	0.9771985547	140790.3287
1112	0.1436845681	243271.9924	0.9772031443	140776.4917
1113	0.1436850197	243131.9831	0.9772293771	140679.3439
1114	0.1436302169	243101.2308	0.9772351369	140658.1428
1115	0.1436178809	243028.3763	0.9772487796	140613.1727
1116	0.1435943813	242883.4087	0.977275914	140539.6991
1117	0.1435639729	242844.2018	0.9772832497	140515.2944
1118	0.1435189951	242778.1949	0.9772955972	140452.3763
1119	0.1435026403	242756.8732	0.977299585	140444.5897
1120	0.1435053497	242652.4986	0.9773191011	140422.2415
1121	0.1434324314	242551.0394	0.9773380641	140338.9978
1122	0.143423856	242498.6714	0.9773478487	140317.7898
1123	0.1433961916	242469.2953	0.9773533365	140297.8474
1124	0.1433827009	242388.5113	0.9773684245	140268.7983
1125	0.1433840715	242290.2648	0.9773867671	140217.311
1126	0.1433126189	242155.4188	0.9774119308	140152.5352
1127	0.1433049436	242148.3393	0.9774132515	140145.431
1128	0.1432838095	242071.2137	0.9774276372	140100.2827
1129	0.1432552437	241926.0406	0.9774547029	139972.9246
1130	0.1431481049	241872.6999	0.9774646436	139946.1642
1131	0.1430853332	241825.8851	0.9774733662	139914.1459
1132	0.1430675957	241705.1737	0.9774958497	139887.2174
1133	0.1430298473	241643.6597	0.9775073029	139860.026
1134	0.1430152473	241587.8449	0.9775176924	139827.9091
1135	0.142984034	241548.9096	0.9775249385	139804.1901
1136	0.1429975841	241408.5139	0.9775510573	139740.3391
1137	0.142954767	241344.5442	0.977562953	139710.7687
1138	0.142928446	241289.1256	0.977573256	139686.0726
1139	0.1429108051	241197.8031	0.9775902288	139659.1001
1140	0.1428811871	241163.8086	0.9775965452	139637.878
1141	0.1428794607	241104.7098	0.9776075241	139612.8257
1142	0.1428641765	241085.1736	0.9776111528	139602.0746
1143	0.1428486603	240955.8245	0.9776351709	139565.6367
1144	0.1428350798	240908.5377	0.9776439481	139533.2317
1145	0.1427876274	240881.4097	0.9776489827	139510.0937
1146	0.142746861	240850.5307	0.9776547128	139494.202
1147	0.142740636	240762.493	0.9776710454	139451.3938
1148	0.14271859	240692.761	0.9776839778	139416.0984
1149	0.142706496	240642.8953	0.9776932236	139407.0003
1150	0.1426435897	240447.1791	0.9777294932	139322.6302
1151	0.1425581898	240350.7862	0.9777473457	139267.5142
1152	0.1425197814	240258.2723	0.977764473	139237.9374
1153	0.142526619	240204.3164	0.977774459	139215.8122
1154	0.1424885654	240107.3623	0.9777923972	139185.3779
1155	0.1425067252	240065.0089	0.9778002311	139166.6374
1156	0.1424853155	239984.1287	0.9778151872	139144.9966
1157	0.1424114328	239845.5628	0.9778407987	139096.3269
1158	0.1423875678	239823.1633	0.9778449374	139083.2607
1159	0.1423367867	239776.1069	0.9778536308	139070.0155
1160	0.1422585335	239677.8461	0.9778717783	139022.0869
1161	0.1421258761	239580.4693	0.9778897553	138903.809
1162	0.1421006422	239515.2346	0.9779017943	138850.301
1163	0.1421079615	239427.4157	0.9779179961	138821.4294
1164	0.1420843525	239336.4836	0.9779347659	138748.8457
1165	0.1420694949	239311.6337	0.9779393477	138734.0646
1166	0.1420602024	239164.1439	0.9779665317	138689.7885
1167	0.1420263083	239070.2246	0.9779838333	138652.4193
1168	0.1420256689	239006.0991	0.9779956424	138640.8431
1169	0.1420357199	238908.1665	0.9780136713	138603.9699
1170	0.1420011092	238878.2694	0.9780191737	138584.2208
1171	0.1419987498	238770.9649	0.9780389169	138550.6715
1172	0.1419446866	238738.2691	0.9780449309	138525.692
1173	0.1419028863	238615.7427	0.9780674609	138478.7912
1174	0.1418746684	238592.6426	0.9780717072	138466.7433
1175	0.1418556141	238458.3371	0.9780963874	138427.8842
1176	0.1418146363	238408.7851	0.9781054897	138383.7056
1177	0.1417895513	238229.3382	0.9781384367	138336.9817
1178	0.1417837889	238186.6165	0.9781462768	138316.1382
1179	0.1417605545	238122.7819	0.978157989	138278.2473
1180	0.141733638	238020.4473	0.9781767584	138228.177
1181	0.1417440627	237977.6227	0.9781846106	138224.7446
1182	0.1417844016	237831.3239	0.9782114247	138179.0765
1183	0.1417811584	237820.8482	0.9782133441	138174.1434
1184	0.1417682288	237791.0373	0.9782188057	138155.9646
1185	0.1417689943	237773.9847	0.9782219295	138149.0834
1186	0.141768333	237656.3653	0.9782434701	138077.4475
1187	0.1417033357	237610.293	0.9782519047	138040.1582
1188	0.1416904079	237570.6298	0.9782591648	138023.4879
1189	0.1415649172	237513.4877	0.978269622	137984.2081
1190	0.1415541236	237422.7159	0.9782862285	137956.8241
1191	0.141549885	237361.94	0.9782973437	137915.6245
1192	0.1414383758	237277.3026	0.9783128182	137873.991
1193	0.1413666028	237236.5524	0.9783202667	137838.9862
1194	0.141381339	237150.7255	0.9783359504	137814.5787
1195	0.1413901996	237127.8168	0.9783401357	137810.0732
1196	0.1414174207	237075.0247	0.9783497789	137791.4178
1197	0.1412513357	236976.8101	0.9783677135	137660.5689
1198	0.1412533621	236943.2807	0.9783738345	137647.6686
1199	0.141217097	236917.4587	0.9783785479	137620.2195
1200	0.1411773022	236831.0964	0.9783943082	137552.6207
1201	0.1411249976	236789.1749	0.9784019563	137532.9616
1202	0.1411204999	236775.1142	0.9784045213	137519.6801
1203	0.1411016472	236744.4634	0.978410112	137515.673
1204	0.1410637524	236626.2013	0.9784316764	137474.0975
1205	0.1410336943	236590.7923	0.978438131	137459.303
1206	0.1410165417	236541.8572	0.9784470495	137450.4452
1207	0.141009812	236455.0486	0.9784628661	137411.8165
1208	0.1409838035	236392.4276	0.978474272	137378.7121
1209	0.1409910464	236346.4541	0.9784826438	137358.9915
1210	0.1409911661	236311.2953	0.9784890452	137341.6494
1211	0.1409403002	236252.7163	0.9784997085	137293.8741
1212	0.1408579408	236087.752	0.9785297234	137260.4505
1213	0.1408155817	236022.9098	0.9785415155	137211.1206
1214	0.14075724	235964.4425	0.9785521455	137150.8314
1215	0.1406536113	235911.5129	0.9785617664	137112.8988
1216	0.1406186359	235851.5141	0.9785726697	137094.7477
1217	0.1405144459	235781.3926	0.978585409	137049.7309
1218	0.1405398982	235774.6872	0.978586627	137044.1737
1219	0.14053247	235709.2246	0.9785985162	137007.5561
1220	0.1404960998	235652.5607	0.9786088047	136990.5689
1221	0.140466057	235589.1251	0.9786203198	136962.9329
1222	0.1404304602	235531.4258	0.9786307909	136938.3086
1223	0.1404108851	235494.208	0.9786375437	136922.6156
1224	0.140421383	235436.7126	0.9786479736	136903.5072
1225	0.1404353812	235417.3236	0.9786514903	136901.2101
1226	0.1403911965	235324.358	0.9786683479	136883.4896
1227	0.1403772925	235296.5686	0.9786733857	136871.705
1228	0.1403468486	235223.8178	0.9786865715	136832.5068
1229	0.1403091942	235173.9759	0.9786956028	136799.8464
1230	0.1402819354	234989.3187	0.9787290459	136726.2286
1231	0.1402703966	234962.6206	0.978733879	136722.669
1232	0.140282735	234946.6309	0.9787367733	136720.6912
1233	0.1402659414	234926.7928	0.9787403639	136710.6293
1234	0.1402461066	234848.2695	0.9787545734	136690.0119
1235	0.1402394067	234812.546	0.9787610364	136660.1754
1236	0.1402167996	234769.5089	0.9787688211	136635.2028
1237	0.1402278408	234635.1821	0.9787931096	136596.2094
1238	0.1402229432	234590.1861	0.9788012425	136566.2514
1239	0.1402389104	234466.5579	0.97882358	136534.4257
1240	0.1401799421	234412.2984	0.97883338	136512.7619
1241	0.1400848893	234342.0725	0.9788460604	136477.6187
1242	0.140085611	234306.6296	0.9788524588	136456.2638
1243	0.1400472817	234206.9933	0.9788704405	136424.3561
1244	0.1400474828	234122.0296	0.9788857681	136393.276
1245	0.140053889	234083.9264	0.9788926402	136379.4761
1246	0.1400615308	234055.8267	0.9788977074	136364.8346
1247	0.1400390831	233848.9016	0.9789350033	136309.084
1248	0.1399890626	233811.8423	0.9789416793	136296.4554
1249	0.1399525566	233715.3502	0.9789590569	136273.5635
1250	0.1398898479	233563.851	0.9789863264	136233.4465
1251	0.1398516913	233537.0144	0.9789911551	136207.6295
1252	0.1397892603	233401.3531	0.9790155561	136160.1286
1253	0.1397589588	233328.3411	0.9790286826	136123.6396
1254	0.1397375275	233202.9921	0.979051209	136067.8681
1255	0.1397489291	233190.0239	0.9790535389	136064.9824
1256	0.1397418708	233091.9237	0.979071159	136041.8811
1257	0.1397162439	232943.8888	0.979097734	135974.3339
1258	0.1397390697	232919.8539	0.9791020472	135972.2351
1259	0.1397437787	232863.3283	0.9791121891	135960.7233
1260	0.1397230795	232756.8068	0.9791312946	135931.5969
1261	0.139726162	232674.5841	0.979146036	135889.3153
1262	0.1396350035	232648.4063	0.9791507282	135866.8724
1263	0.1395967149	232572.6826	0.9791642983	135842.6367
1264	0.1395771361	232557.225	0.9791670678	135828.5436
1265	0.1395913649	232507.418	0.9791759905	135800.2537
1266	0.1395873535	232486.0491	0.979179818	135787.1985
1267	0.1395107679	232462.1358	0.9791841009	135764.1237
1268	0.1394133159	232398.7632	0.9791954488	135733.5227
1269	0.1394052224	232313.1007	0.9792107831	135695.9852
1270	0.1393959688	232304.3089	0.9792123566	135688.9307
1271	0.1393605971	232138.2423	0.9792420668	135653.2753
1272	0.1393364602	232084.9579	0.9792515951	135614.1194
1273	0.1393404149	232066.3268	0.9792549263	135605.0839
1274	0.1393753227	231940.6687	0.979277386	135536.2782
1275	0.1393464063	231880.5934	0.9792881194	135507.1738
1276	0.1393405431	231792.2745	0.979303894	135460.7712
1277	0.1393119258	231695.1868	0.9793212277	135398.0871
1278	0.139269093	231596.0058	0.9793389277	135359.9101
1279	0.1392288577	231580.8469	0.9793416323	135332.6385
1280	0.139211663	231553.0264	0.9793465955	135323.5748
1281	0.1392062814	231402.822	0.9793733819	135278.6058
1282	0.139186492	231338.9063	0.9793847748	135239.9172
1283	0.1391845533	231332.3571	0.979385942	135233.7009
1284	0.1391143914	231236.6568	0.9794029943	135182.1477
1285	0.1390599452	231144.5736	0.9794193953	135149.1692
1286	0.1390436352	231101.5269	0.9794270601	135136.7048
1287	0.1390407787	231060.0469	0.9794344447	135111.1289
1288	0.1390208514	231015.0761	0.9794424492	135093.3385
1289	0.1389497985	230959.0058	0.9794524271	135057.0085
1290	0.138935677	230901.8391	0.9794625977	135034.5514
1291	0.1389107477	230718.8872	0.9794951298	134942.6245
1292	0.1388892253	230678.5107	0.9795023061	134905.3562
1293	0.1388211759	230633.8579	0.9795102408	134880.1788
1294	0.1388979204	230511.1521	0.9795320376	134820.2656
1295	0.1388675566	230490.4024	0.9795357224	134794.3567
1296	0.1388295431	230482.5309	0.9795371201	134788.7958
1297	0.1387783185	230441.3869	0.9795444252	134761.3211
1298	0.1387782042	230421.0905	0.9795480284	134755.4457
1299	0.1387829279	230210.2856	0.979585433	134700.0299
1300	0.138732977	230051.0943	0.9796136567	134630.1926
1301	0.1386629008	229971.5093	0.9796277593	134579.1577
1302	0.1386815057	229941.614	0.9796330556	134565.4494
1303	0.1386670222	229900.1639	0.9796403978	134550.7404
1304	0.138630037	229828.3737	0.9796531111	134506.6977
1305	0.1385686453	229679.8552	0.9796793995	134484.2291
1306	0.1385244052	229648.9132	0.9796848742	134457.9622
1307	0.1385105765	229568.102	0.9796991691	134428.6673
1308	0.1384756622	229430.4629	0.9797235048	134363.4726
1309	0.1384692825	229359.7954	0.9797359937	134320.9027
1310	0.1384444337	229243.1922	0.9797565923	134270.1648
1311	0.1385130274	229146.8918	0.9797735964	134235.6946
1312	0.1385195671	229056.464	0.9797895571	134193.5168
1313	0.1385296262	229012.7705	0.9797972668	134172.9761
1314	0.1385407081	228884.1279	0.9798199573	134140.0484
1315	0.1385384062	228878.605	0.9798209311	134134.1621
1316	0.1384970017	228780.9477	0.9798381474	134079.1175
1317	0.1384903161	228712.461	0.9798502167	134064.7922
1318	0.1384734583	228590.0346	0.9798717826	134026.3883
1319	0.138454322	228544.6237	0.9798797791	134002.5426
1320	0.1383998063	228408.9041	0.9799036685	133975.9684
1321	0.1384314764	228344.6879	0.9799149669	133949.8948
1322	0.1383737471	228327.3972	0.9799180085	133920.2835
1323	0.1383046296	228158.9564	0.9799476272	133880.2324
1324	0.1383015835	228134.8426	0.9799518656	133868.5464
1325	0.138212954	228080.054	0.9799614939	133832.3004
1326	0.1381848414	228022.235	0.9799716523	133802.0872
1327	0.1381662803	227996.2549	0.9799762159	133778.7508
1328	0.1380947684	227908.912	0.9799915548	133734.5044
1329	0.138056865	227796.8918	0.9800112188	133698.2089
1330	0.1380519278	227739.7175	0.9800212514	133684.656
1331	0.1380392482	227715.1171	0.9800255674	133674.1907
1332	0.1379933172	227666.0543	0.9800341737	133639.4276
1333	0.1379807681	227622.0815	0.9800418856	133605.2501
1334	0.1379374931	227546.8429	0.9800550774	133582.0016
1335	0.1379913417	227481.2132	0.9800665809	133540.2489
1336	0.1379449931	227457.5722	0.9800707238	133512.137
1337	0.1379100291	227416.6551	0.9800778933	133482.0001
1338	0.1379036913	227377.4873	0.9800847551	133465.0437
1339	0.1379140096	227314.0629	0.9800958638	133456.6058
1340	0.137843393	227266.2332	0.980104239	133430.6868
1341	0.137792893	227143.4117	0.9801257378	133394.6633
1342	0.1378199726	227127.7829	0.9801284726	133388.4554
1343	0.1377619279	227082.4224	0.980136409	133369.7941
1344	0.1377760952	227065.17	0.9801394272	133366.2811
